,name,builtdate
4183,罗南二村,1996年建
4184,逸仙一村,1992年建
4185,共和小区,1994年建
4188,美兰湖颐景园,2007年建
4189,鹏程花苑,2004年建
4194,菊泉新城（陆翔路358弄）,2005年建
4197,南大路86弄,1992年建
4201,乾溪三村,1996年建
4203,泰和路309弄,1966年建
4204,洛场路300弄,1994年建
4206,南华苑,1998年建
4208,海滨七村,1987年建
4209,顺驰美兰湖,2011年建
4216,文宝苑,2008年建
4218,锦泰苑,2000年建
4222,菊泉新城（陆翔路698弄）,2005年建
4233,锦秋花园（公寓）,2007年建
4234,罗南一村,1995年建
4240,馨佳园（韶山路418弄）,2010年建
4247,新天地荻泾花园,2011年建
4248,宝钢七村,1978年建
4249,共康六村,1996年建
4252,盘古路927弄,1993年建
4255,保利叶之林,2014年建
4262,民主敦发小区,1997年建
4264,淞南七村,1994年建
4265,新城尚景,2006年建
4266,逸仙二村,1995年建
4267,共和一村,1995年建
4268,淞宏苑,2002年建
4271,乐业五村,1997年建
4272,昌鑫时代绿园,2004年建
4275,龙缘花园,2003年建
4293,万业紫辰苑,2014年建
4295,岭南雅苑,2002年建
4300,宝地绿洲城,2005年建
4301,宝启公寓,2000年建
4318,住友宝莲,2003年建
4319,四季绿城,2005年建
4324,行知家园,1997年建
4328,富浩花园,2002年建
4331,泗塘五村,1995年建
4335,民主花园,1994年建
4337,复星花园（行知路50弄）,1996年建
4342,丰水宝邸（西苑）,2006年建
4343,共和五村,1996年建
4345,富南苑,2005年建
4350,德都路165弄,1998年建
4352,嘉骏香山苑,2006年建
4357,清水蓝湾,1995年建
4358,锦华苑,1999年建
4359,上大聚丰园,2005年建
4366,海德花园,2009年建
4367,宝钢八村,1978年建
4369,杰圣家苑,2008年建
4371,世华佳苑,2005年建
4377,泗塘四村,1987年建
4378,同盛嘉园,2008年建
4379,康桥水都（公寓）,2007年建
4382,璟都新园,2000年建
4384,通河六村,1994年建
4385,慧华苑,2009年建
4388,绿地公园广场（商住）,2012年建
4390,上置美兰优湖,2013年建
4398,瑞丰园,2005年建
4400,祁连四村,1997年建
4403,共富三村,1998年建
4421,滨江雅苑,2005年建
4429,华馨苑（公寓）,2001年建
4431,远景佳苑,2000年建
4442,采菊苑,2008年建
4448,锦秋路1188弄,1999年建
4461,海滨八村,1991年建
4474,上大阳光乾静园,2005年建
4482,馨康苑,2004年建
4483,富辰花苑,2003年建
4491,宝钢五村,1999年建
4495,宝虹水岸景苑,2011年建
4500,上大阳光乾宁园,2005年建
4502,富隆苑,2004年建
4503,泰和新城,1994年建
4505,岭南路1050弄,1998年建
4507,祁北东路85弄,2008年建
4508,世纪非凡怡园,2008年建
4509,淞南十村,1994年建
4510,新顾村大家园B区,2005年建
4511,保利叶上海（一期）,2010年建
4514,祁连一村,1994年建
4516,聚丰景都,2010年建
4521,馨佳园（菊泉街1346弄）,2011年建
4528,万科琥珀郡园,2012年建
4532,华浜二村,1995年建
4541,菊泉新城（菊盛路186弄）,2005年建
4542,远洋香奈,
4546,远洋7号,2012年建
4548,富锦路1659弄,1996年建
4554,禄德华苑,2010年建
4571,都市花苑,2003年建
4574,三门路489弄,1995年建
4580,万科四季花城,2004年建
4582,嘉骏花苑,2002年建
4584,锦通苑,2002年建
4587,虎林路435弄,1990年建
4588,新顾村大家园A区,2004年建
4589,宝城三村,1999年建
4591,好日子大家园A区,2007年建
4602,成事高邸,2006年建
4612,海滨五村,1989年建
4619,大华三村二街坊,1995年建
4627,祥泰苑,2008年建
4636,淞南三村,1995年建
4637,庆安苑,1998年建
4642,美兰湖岭域,2010年建
4648,新梅绿岛苑,2007年建
4656,海滨新村,1975年建
4676,西朱新村,1986年建
4678,北华苑,2000年建
4679,泗塘二村,1979年建
4680,馨佳园（菊泉街1280弄）,2010年建
4682,淞滨路160号,1992年建
4683,馨良苑,2009年建
4684,吴淞新城,2002年建
4685,美兰湖中华园,2011年建
4693,岭南家园,1996年建
4698,环镇北路500弄,1995年建
4710,大唐花园,1995年建
4711,天极盛宅花园,1995年建
4712,友谊路16弄,1982年建
4713,宝钢十一村,1984年建
4714,场中路3117弄,1998年建
4717,金地艺境（商住）,2012年建
4718,长江路30弄,1992年建
4728,共康路400弄,1999年建
4732,海滨四村,1989年建
4738,复星新苑,2000年建
4739,大黄馨园,2012年建
4743,上大阳光乾心园,2000年建
4755,上大阳光乾澄园,1997年建
4765,馨华苑,2001年建
4770,祥腾生活广场,2009年建
4771,泗东新村,1983年建
4776,金地艺境（宝山）,2012年建
4777,绿地北郊广场,2012年建
4781,绿地海域笙晖（公寓）,2015年建
4782,环镇北路600弄,1997年建
4786,新月福邸,2003年建
4788,宝林七村,1992年建
4790,慧华东苑,2011年建
4791,呼玛一村,1992年建
4793,祁连三村,1997年建
4797,宝林六村,1993年建
4799,锦龙苑,1995年建
4801,好日子大家园C区,2008年建
4804,三门路485弄,1996年建
4806,宝林三村,1990年建
4807,圣卡洛铂庭,2007年建
4809,宝山二村,1994年建
4810,临江一村,1996年建
4812,富弘苑,2003年建
4813,万临家园,2006年建
4818,丰翔新城,2009年建
4822,绿洲花园,2006年建
4823,泗塘七村,1995年建
4824,祁连欣苑,2006年建
4827,玉华苑,2000年建
4830,宏润韶光花园,2007年建
4834,中环国际公寓（一期）,2012年建
4837,宝林八村,1993年建
4838,泗塘一村,1982年建
4839,泗塘三村,1985年建
4841,水岸蓝桥（别墅）,2006年建
4843,枫庭丽苑,2003年建
4846,香逸湾,2010年建
4848,罗溪花苑,1999年建
4859,泗塘八村,1995年建
4862,新顾村大家园C区,2011年建
4881,逸仙华庭,2006年建
4886,大华朗香花园,2015年建
4888,共康七村,1995年建
4890,龙湖北城天街,
4896,馨佳园（韶山路245弄）,2011年建
4900,海滨二村（宝山）,1987年建
4904,绿地领海（商住）,2011年建
4915,杨泰苑,2000年建
4932,上大阳光乾恩园,2003年建
4933,共和八村,1995年建
4934,嘉华苑（宝山）,2002年建
4941,馨佳园（韶山路419弄）,2009年建
4955,宝钢六村,1985年建
4963,香缇公馆（公寓）,2012年建
4965,宏宝公寓,1994年建
4966,艺康苑,2000年建
4975,幸之苑,2007年建
4977,宝钢二村,1993年建
5013,丽景翠庭,2009年建
5057,复星花园（行知路569弄）,1997年建
5063,好旺花苑,1996年建
5077,淞滨支路120弄,1994年建
5079,杨泰春城,2007年建
5084,朗诗绿岛（公寓）,2011年建
5087,象屿郦庭,2013年建
5097,庆安一村,1996年建
5098,馨佳园（菊盛路851弄）,2011年建
5102,保利叶上海（二期）,
5112,保利叶语（别墅）,2013年建
5138,密山二村,1996年建
5139,和泰苑,2006年建
5140,东方帕堤欧,2010年建
5155,乐业一村,1994年建
5159,环绿国际,2008年建
5165,中环1号（二期）,2013年建
5178,檀乡湾,2007年建
5179,中环1号（一期）,2008年建
5185,宝山七村,1997年建
5197,好旺苑,2001年建
5210,共和三村,1995年建
5211,新叶公寓,2003年建
5212,上大阳光乾和园,2008年建
5216,水岸蓝桥（公寓）,2005年建
5217,美树铭家,2002年建
5219,昌鑫世纪园,2002年建
5220,保集欧郡,2007年建
5227,盛宅新村,2008年建
5231,月浦十村,1990年建
5232,月浦八村,1991年建
5235,海江二村,1996年建
5246,宝钢四村,1985年建
5247,旭辉依云湾（公寓）,2010年建
5254,共江花苑,1999年建
5255,南大路8弄,1994年建
5258,华能城市花园,2000年建
5265,国权北路413弄,1998年建
5271,远洋7号酒店式公寓,2013年建
5275,民主紫竹苑,2000年建
5280,四元路20弄,1993年建
5289,上坤公园天地（商住）,
5307,冶金小区（宝山区）,1997年建
5309,怡华苑,1998年建
5311,景瑞遇道,
5315,大华兰湖天境,
5321,牡丹江路182弄,1982年建
5324,自然居家园,2010年建
5326,好日子大家园D区,2010年建
5327,宝林二村,1990年建
5328,中环国际公寓（二期）,2015年建
5353,南大路106弄,1991年建
5358,淞滨路165弄,1992年建
5363,淞滨路110弄,1986年建
5384,高境欣苑,2000年建
5420,淞滨路765弄,1997年建
5423,乐业二村,1995年建
5431,好家园,2009年建
5448,复星花园（行知路635弄）,1997年建
5449,淞滨支路80弄,2002年建
5463,三湘盛世花园,2006年建
5486,三门路505弄,1998年建
5502,宝林路462弄,1995年建
5529,淞滨路803弄,1994年建
5541,白玉兰花园,2003年建
5542,殷高路150弄,1996年建
5577,同济公寓,2003年建
5582,二纺新工房,
5598,殷高路152号,1997年建
5603,同济路1111弄,1995年建
5608,远景时代,2002年建
5617,宝钢十村,1985年建
5632,淞滨路70弄,1993年建
5651,菊泉街530弄,1991年建
5665,月浦七村,1985年建
5669,菊泉新城（菊泉街39弄）,2005年建
5678,惠阳苑,2004年建
5686,鑫鑫花园,2005年建
5689,宝林四村,1988年建
5693,锦辉绿园,2002年建
5699,保利叶上海（三期）,2012年建
5703,友谊家园,2009年建
5709,悦尚华都,2011年建
5721,牡丹锦苑,2001年建
5742,春雷路431弄,1994年建
5746,康桥水都（别墅）,2005年建
5753,杨泰公寓,2005年建
5777,殷高路149弄,1994年建
5819,美岸栖庭（别墅）,2009年建
5829,君邑地中海（公寓）,2011年建
5831,盘古路274号,1995年建
5844,洛场路250弄,1994年建
5846,杨泰二村,1994年建
5854,祥瑞公寓,2006年建
5872,中环1号（五期）,2013年建
5874,罗新苑,2007年建
5899,馨佳园（菊泉街1398弄）,2011年建
5901,中环1号（三期）,2014年建
5902,禄德嘉苑,2005年建
5907,中冶尚园,2012年建
5911,宝华北岸郡庭（公寓）,2012年建
5920,通田商住楼,2006年建
5971,中梁英伦印象（公寓）,2012年建
5980,美兰湖花园,2011年建
6000,龙山新村,1953年建
6001,橡胶小区,1993年建
6002,梓树园,1998年建
6003,爱建园,2003年建
6004,钦州花苑,1994年建
6005,兴国路271弄,1988年建
6007,裕德大厦,1998年建
6008,东方曼哈顿,2005年建
6009,民苑小区,1999年建
6010,金丽广场,1995年建
6011,林肯公寓,1948年建
6012,华东花苑,1998年建
6013,寿祥坊,1995年建
6014,宏润花园,2005年建
6015,斜土路2218号,1995年建
6016,佳安公寓,1998年建
6017,上缝小区,1995年建
6018,锦馨苑,1998年建
6019,建国西路695弄,1980年建
6020,阳光名苑,2008年建
6021,桂平小区,1995年建
6022,田林七村,1982年建
6023,田林八村,1986年建
6024,凌云新村,1995年建
6025,住友公寓,1997年建
6026,化工二三村,1953年建
6027,江南一村,
6028,虹桥路400弄,1997年建
6029,徐汇苑,2003年建
6030,宛平路189弄,
6032,谨斜小区,1981年建
6033,懿园,
6036,振兴小区（徐汇）,1987年建
6037,永福路147弄,1975年建
6038,凯旋一村,1989年建
6039,天际花园,2001年建
6040,零陵路190弄,1981年建
6041,梅陇四村,1994年建
6043,华鼎广场,2001年建
6044,银海苑,1998年建
6045,兆嘉园,1996年建
6046,花苑村紫竹园,1990年建
6047,东安二村,1998年建
6048,东荡小区,1994年建
6049,南丹小区,1994年建
6050,康宁坊,1991年建
6051,康健路55弄,1982年建
6052,五原小区,1962年建
6053,花苑村梅花园,1993年建
6055,医学院路54弄,1978年建
6056,西木小区,1967年建
6057,美乐小区,1993年建
6058,漕溪三村,1993年建
6059,田林十二村,1985年建
6060,紫荆园,1999年建
6062,金桂苑（徐汇）,1996年建
6063,田林六村,1983年建
6064,华理苑,1997年建
6065,强生花苑,2001年建
6066,明园小安桥,2010年建
6067,王家堂小区,1985年建
6068,尊园,2003年建
6069,华利公寓,1995年建
6070,大木桥路329号,1985年建
6072,明华苑,2002年建
6074,长春新苑,2000年建
6075,樱花园（徐汇）,1993年建
6076,宛平南路493弄,1994年建
6077,丰三小区,1994年建
6079,康强坊,1993年建
6080,新汇公寓,1997年建
6082,肇嘉浜路193弄,1981年建
6083,协和公寓,1999年建
6084,宜山路691弄,1984年建
6085,凯翔小区,1990年建
6086,杜鹃园,1990年建
6087,长峰小区,1999年建
6088,龙漕公寓,2001年建
6091,田林十一村,1986年建
6092,俞一小区,1987年建
6093,花苑村玉兰园,1988年建
6094,金海大厦,1996年建
6095,汽联大厦,1991年建
6096,宾阳路11号,1987年建
6097,康健路25弄,1979年建
6098,上海师大新村,1980年建
6099,凯歌公寓,1992年建
6100,申峰大厦,2005年建
6102,淮海中路1412弄,
6103,永新花苑,1999年建
6106,吴东小区,1991年建
6107,梅陇三村,1992年建
6108,金谷园,1997年建
6109,康乐小区（徐汇）,1992年建
6110,南天大楼,1992年建
6112,爱乐大厦,1994年建
6113,挹翠苑,1999年建
6115,枫林新村,1993年建
6117,亚都国际名园,2003年建
6118,汇翠花园,2003年建
6119,天龙苑,1997年建
6120,广厦公寓,2000年建
6121,金塘小区,
6122,龙州小区,1994年建
6123,汇成一村,1993年建
6124,梅陇九村,1994年建
6125,书香苑,1997年建
6126,襄阳南路98号,1989年建
6127,漕泾一村,1987年建
6128,零陵小区,1958年建
6129,东安四村,1979年建
6130,零陵路350弄,1983年建
6136,申航小区,1973年建
6137,田林新苑,1994年建
6140,龙南五村,1995年建
6142,东泉小区,1994年建
6143,田林九村,1983年建
6144,恒昌花园,1997年建
6145,科乐苑,1998年建
6146,日晖六村,1993年建
6148,四季园,1999年建
6150,钦州公寓,1996年建
6151,尚海湾豪庭,2009年建
6152,宛平南路240弄,1994年建
6154,桂莘小区,1994年建
6155,金衡公寓,2004年建
6156,田林十四村,1989年建
6157,望族城,1996年建
6160,武康路6弄,1983年建
6165,中虹汇之苑,2005年建
6167,中山南二路960弄,1985年建
6168,田林四村,1985年建
6169,汇成桂苑,1999年建
6172,裕德路66弄,1994年建
6174,柿子湾路6号,1982年建
6175,玉兰花苑,1992年建
6178,中山新村,1983年建
6179,丽锦小区,1995年建
6183,万科华尔兹,2001年建
6185,龙吴路11弄,1983年建
6186,龙吴路9弄,1986年建
6187,泰安路27弄,1984年建
6188,徐汇长春苑,2008年建
6189,日晖二村,1954年建
6190,金牛苑,1999年建
6191,罗城小区,1997年建
6192,花苑村丁香园,1992年建
6194,锦泰苑（徐汇）,1995年建
6197,科汇公寓,1991年建
6198,漕溪一村,1981年建
6200,汇峰鼎园,2006年建
6201,长春小区,1994年建
6204,虹桥乐庭,2004年建
6209,高安路9弄,1949年建
6210,南宜花苑,1995年建
6211,徐汇公寓,2004年建
6213,月季园（徐汇）,1990年建
6214,漕溪四村,1986年建
6215,兴国苑,1995年建
6218,高安路6弄,
6220,锦蝶苑,1999年建
6222,滨江小区,1999年建
6223,华狮国际公寓,2003年建
6225,久安小区,1980年建
6227,茶陵路345弄,1988年建
6229,茶陵路195弄,1958年建
6230,龙华新村,1977年建
6231,长桥三村,1985年建
6233,楼园小区,1994年建
6234,长陇苑,1995年建
6235,华欣家园,2004年建
6236,聚龙新苑,2002年建
6237,新家坡美树馆,1999年建
6238,金龙花苑牡丹园,1994年建
6240,寿益坊,1995年建
6241,东安一村,1958年建
6242,华龙新苑小区,1995年建
6244,天钥新村,1974年建
6245,亦园,1999年建
6246,恒龙苑,1998年建
6248,嘉汇广场,1997年建
6250,航天新苑,1998年建
6251,冠生园路235弄,1994年建
6253,龙南三村,1994年建
6254,南溪公寓,1998年建
6256,三江小区,1994年建
6257,襄阳公寓,2006年建
6258,宛南华侨新村,1981年建
6260,乐山二村,1989年建
6261,航天公寓,2010年建
6263,宛平南路485弄,1994年建
6264,龙南公寓,2006年建
6265,乐山六七村,1988年建
6269,龙吴路13弄,1988年建
6271,森陇家园,2006年建
6272,虹梅小区（徐汇）,1995年建
6273,桂林苑,1995年建
6278,东方时空公寓,2003年建
6281,罗秀新村,1994年建
6282,梅苑,1994年建
6284,长桥四村,1989年建
6286,平江大楼,1989年建
6289,大木桥路450弄,1989年建
6291,轻工大木桥小区,1992年建
6293,圣骊家园,2000年建
6296,华富小区,1995年建
6297,书香逸居,2007年建
6298,中原新村,1984年建
6299,联业大厦,1999年建
6302,钦州南路300弄,1994年建
6306,梅陇十一村,1994年建
6308,梅陇八村,1993年建
6309,寿昌坊,1986年建
6311,大木小区,1983年建
6313,肇嘉浜路687弄,1978年建
6315,汇京佳丽园,2005年建
6318,怡桂苑,2000年建
6321,鹏欣公寓,1998年建
6326,番禺小区,1988年建
6327,徐虹公寓,1994年建
6328,金轩公寓,2004年建
6329,衡园,2001年建
6330,福苑小区,1988年建
6331,电影华苑,2008年建
6336,协昌小区,1994年建
6338,实业公寓,1992年建
6339,乐山八九村,1991年建
6340,漕溪大楼,1975年建
6343,田林十三村,1985年建
6348,清枫大楼,1991年建
6349,乾骏大厦,2003年建
6350,荣承公寓,1997年建
6351,东方巴黎,2000年建
6352,宜德苑,2005年建
6353,银星名庭,2005年建
6356,宛南二村,1976年建
6358,瑞金南苑,2003年建
6361,钦州路111弄,1995年建
6362,斜土路1358弄,1985年建
6364,东航公寓,1999年建
6367,田林花苑,1981年建
6371,文定天下苑,2002年建
6373,宛南一村,1979年建
6375,石油公寓,1989年建
6377,康惠苑,2003年建
6381,中海馨园,2001年建
6382,青松小区,1995年建
6388,瑞金尊邸,2006年建
6389,百汇园,2008年建
6390,北海大厦,1998年建
6391,寿山坊,1989年建
6395,徐汇汽车公寓,1995年建
6396,泰成花苑,1999年建
6400,南虹公寓,2000年建
6405,红旗教师公寓,2003年建
6408,龙南六村,1998年建
6413,健安坊,1991年建
6414,常熟路228弄,1979年建
6416,梅花园,1997年建
6419,万象园,1999年建
6424,华龙公寓（徐汇）,1993年建
6426,龙吴路410弄,1994年建
6427,吴中公寓,1996年建
6430,创世纪花园,2000年建
6437,宜仕怡家,2002年建
6443,天平小区,1995年建
6447,华沁家园,2011年建
6448,中海瀛台,2010年建
6449,化工一四村,1990年建
6450,印象欧洲（公寓）,2011年建
6452,海上名门公寓,2006年建
6453,泰东新村（徐汇）,1993年建
6454,狮城花苑,1995年建
6455,正南花苑,1999年建
6456,长乐路447号,1997年建
6459,爱邦大厦,1992年建
6463,徐汇中凯城市之光,2012年建
6472,泰莱大厦,2006年建
6475,华南公寓,2005年建
6476,中瑞公寓,2011年建
6478,永太小区,1987年建
6479,虹二小区,1964年建
6481,花苑茶花园,1993年建
6484,科汇景苑,2003年建
6485,斜土路2200弄,1987年建
6487,公安大楼（徐汇）,1992年建
6488,誉仁家园,2004年建
6493,宛平公寓,1990年建
6494,文定路85号,1993年建
6496,中科新苑,1999年建
6497,梅陇十村,1996年建
6502,东安三村,1978年建
6503,时运大楼,1993年建
6504,梧桐花园,1997年建
6505,武康路8号,1982年建
6506,爱建大厦,1984年建
6508,岳阳路77弄,1981年建
6510,徐汇馨苑,2010年建
6511,永新城,2007年建
6512,枫林大楼,1986年建
6514,虹梅南路96弄,1994年建
6515,寿德坊,1993年建
6520,肇嘉浜路669弄,1999年建
6525,仪表新村,1995年建
6530,鸿艺豪苑,2000年建
6532,公安住宅小区,1999年建
6533,徐虹大楼,1997年建
6538,青之杰花园,2002年建
6541,东航龙华苑,1996年建
6552,徐汇新干线,2006年建
6554,石龙小区,1992年建
6558,麦克花园（公寓）,1996年建
6566,田林体育公寓,1997年建
6568,长乐路1131弄,1975年建
6570,茶陵小区,1958年建
6571,梅陇六村,1990年建
6572,华滨家园,2010年建
6574,平江路273弄,
6583,宜山路701弄,1959年建
6584,松风花园,1996年建
6587,卫星大楼,1986年建
6594,永康路182号,1989年建
6595,嘉瑞花苑,2001年建
6597,康健路77弄,1984年建
6601,元福大厦,2001年建
6604,龙山公寓,1998年建
6608,海波花苑,1997年建
6609,康健公寓,1995年建
6610,兆丰帝景苑,2004年建
6618,梅陇七村,1994年建
6621,虹桥大仕馆,2001年建
6622,江南二村,1966年建
6623,汇成二村,1994年建
6624,长乐路327号,1936年建
6625,滨江108（公寓）,2012年建
6629,天平路36弄,1978年建
6631,长兴坊,1992年建
6638,兴荣苑,1999年建
6639,阳光绿园,1998年建
6640,长丰坊,1992年建
6641,汇成五村,1994年建
6643,光大会展中心,2001年建
6644,紫阳花苑,1996年建
6645,长桥五村,1989年建
6646,梅陇五村,1993年建
6647,东湾小区,1996年建
6649,金巢铂瑞阁,2015年建
6650,长虹坊,1991年建
6653,陇南小区,1994年建
6656,桂梅别墅桃源清水居,1994年建
6663,科苑新村,1990年建
6664,尚光徐汇中心,
6669,金环大厦,1997年建
6672,锦汇苑,1997年建
6673,花苑村桂花园,1989年建
6674,巴黎时韵,2003年建
6675,番南小区,1994年建
6679,同汇苑,2000年建
6680,莱诗邸,2005年建
6681,宛南五村,1980年建
6684,天合雅园,2005年建
6685,桂平路277弄,1994年建
6686,徐家汇花园,2000年建
6694,泰德花苑,1999年建
6696,欣园新邨,1994年建
6699,龙华路2373弄,1967年建
6700,襄阳南路173弄,
6701,俞三小区,1994年建
6703,桂林新苑,2004年建
6706,迎春园,1996年建
6707,东安小区,1987年建
6710,春华苑,1995年建
6711,番禺路998弄,1985年建
6716,康平路207弄,1987年建
6719,田林三村,1982年建
6723,俞二小区,1992年建
6726,汇金广场,1998年建
6727,明园世纪城,2003年建
6730,临江豪园,2007年建
6732,鼎新大楼（公寓）,1997年建
6735,天和苑,2003年建
6743,盛大花园,2001年建
6746,医学院路128号,1988年建
6753,保利星苑,2004年建
6754,斜土路1218号,1985年建
6781,汇龙花苑（徐汇）,1996年建
6783,康平路95号,1982年建
6785,云都新苑,2003年建
6787,肇嘉浜路853弄,1977年建
6788,太原别墅,1998年建
6793,海上华庭,2004年建
6798,乾骏园,1998年建
6803,岳阳路200弄,1999年建
6807,建国西路212号,1986年建
6815,高欣公寓,2002年建
6816,科嘉小区,1984年建
6819,海珀旭晖,2013年建
6833,宛平南路431弄,1988年建
6836,乌中小区,1991年建
6840,建国西路358弄,1987年建
6846,龙兆苑,2002年建
6862,新湖云庭,2005年建
6867,兆丰虹桥公寓,2000年建
6871,集雅公寓,1936年建
6872,轻工大楼,1988年建
6877,龙南四村,1993年建
6882,长桥六村,1993年建
6883,长桥二村,1985年建
6885,平福小区,1997年建
6886,长桥新村,1988年建
6888,天然居,2003年建
6891,华发小区,1996年建
6892,长青坊,1992年建
6893,体育花苑,1998年建
6894,百色路133弄小区,1995年建
6895,舒乐小区,1996年建
6898,汇成四村,1994年建
6907,梅陇路3号,1980年建
6911,康健路24弄,1987年建
6914,中科小区（徐汇）,1965年建
6924,百乐公寓,1999年建
6925,伊泰利大厦,1996年建
6930,瑞嘉公寓,2003年建
6935,武康路280弄（公房）,1985年建
6936,斜土路1212弄,1996年建
6938,东安花苑,1997年建
6940,宛龙小区,2000年建
6949,丁家弄小区,1981年建
6953,康健路1号,1984年建
6954,钦州大厦,2005年建
6961,龙南七村,1995年建
6964,园南一村,1987年建
6967,东航小区,1967年建
6969,陕西南路492号,
6972,钦江路47弄,1996年建
6991,小木桥路101弄,1996年建
6994,桂梅别墅（公寓）,1997年建
7002,西雅图嘉萱苑,2004年建
7005,园南二村,1989年建
7007,华苑大厦,1997年建
7011,沪华公寓,1995年建
7015,太原路76号,1984年建
7018,丝庐花语,2006年建
7019,零陵路289弄,1979年建
7022,徐虹路110弄,1987年建
7025,音苑小区,1994年建
7028,田林一村,1980年建
7029,宛南六村,1980年建
7031,儿科大楼,1997年建
7033,日晖新城,2003年建
7036,漕溪二村,1994年建
7049,宛南四村,1981年建
7059,文馨苑,2005年建
7062,龙漕路66弄,1996年建
7063,麦克花园（别墅）,1995年建
7066,秀山支路5弄,1989年建
7067,海螺花园,1999年建
7069,凯华公寓,1999年建
7073,复兴中路1248弄,
7081,大木桥路325号,1985年建
7082,爱中爱华公寓,1997年建
7089,锦岩小区,1990年建
7092,金浦大楼,1997年建
7095,陕南公寓,1949年建
7099,淮海中路1751号,1980年建
7108,衡山路259号,
7112,武康路106弄,
7115,东安五村,1982年建
7118,锦馨公寓,2004年建
7119,欣嘉苑,2002年建
7122,康佳苑,1999年建
7128,康健星辰,2000年建
7138,景泰大厦,1996年建
7140,广汇花苑,1997年建
7146,康沁苑,1999年建
7150,阳光四季公寓,1998年建
7151,金星苑,1999年建
7153,上影新村,1984年建
7155,斜土路1220号,1985年建
7161,佳信徐汇公寓,1998年建
7178,罗秀三村,1994年建
7182,长海坊,1992年建
7183,舒乐公寓,1996年建
7184,汇成三村,1994年建
7186,长桥八村,1994年建
7187,光华绿苑,2003年建
7189,长顺坊,1993年建
7191,长桥一村,1994年建
7192,陕西南路372号,1948年建
7194,上影公寓,1988年建
7196,兴都大楼,1995年建
7202,徐汇御苑,2007年建
7205,嘉善路232弄,1988年建
7207,吴兴路12弄,1980年建
7210,襄阳南路452弄,1981年建
7211,永嘉大楼,1993年建
7221,五原路252弄,1980年建
7229,鑫国家园,2001年建
7231,福华花苑,2001年建
7242,福源汇居,2006年建
7258,陕西南路488弄,1941年建
7261,宛平南苑,2005年建
7262,爱和大厦,2000年建
7276,千鹤小区,1996年建
7278,名仕苑,1999年建
7282,裕华大厦,1999年建
7286,国煌田林亲家,2001年建
7304,通汇公寓,2000年建
7309,天钥花苑,1997年建
7319,凯旋花苑,2001年建
7326,天平路91弄,1990年建
7335,汇宁花园,2007年建
7340,金苑,1997年建
7350,兰桂坊,2001年建
7354,建西小区,1984年建
7364,嘉乐公寓,1984年建
7367,茶陵路223号,1979年建
7369,康健路120弄,1987年建
7377,盛华景苑,2013年建
7385,长桥七村,1992年建
7399,合丰大楼,1990年建
7400,茶陵北路7弄,1984年建
7402,祥和公寓（徐汇）,1994年建
7408,乐山四五村,1989年建
7412,河滨国际公寓,2007年建
7417,柿子湾小区,1991年建
7427,湖南路298弄,1983年建
7430,远雄徐汇园,2012年建
7438,钦州路785弄,1996年建
7457,华泾五村,1996年建
7480,光华园,1996年建
7481,云锦东方（公寓）,2014年建
7486,东泉佳苑,1996年建
7490,徐虹路112弄,1987年建
7491,华尔登广场,1996年建
7494,徐虹华庭,2003年建
7498,零陵路197号,1958年建
7500,襄阳南路388弄,1978年建
7501,番禺大楼,1998年建
7505,云福大厦,1999年建
7511,兴国路41弄,1993年建
7517,百安小区,1980年建
7528,永福第六小区,1988年建
7531,薛家宅小区,1996年建
7553,龙漕大楼,1992年建
7557,建国西路211弄,1993年建
7565,斜土路1899弄,1995年建
7570,乐山一村,1989年建
7571,武康路73弄,1955年建
7580,田林五村,1986年建
7583,芝大厦,1997年建
7585,嘉善公寓,1999年建
7592,解龙小区,1987年建
7597,清真路73号,1984年建
7599,紫藤苑,2001年建
7600,冠生园路237弄,1989年建
7609,徐汇嘉馨公寓,2004年建
7617,盖司康公寓,1936年建
7620,南丹公寓,1995年建
7622,世家小区,1980年建
7632,汾阳路9弄,1980年建
7635,吴兴路21弄,1965年建
7636,海上名邸,2008年建
7643,泰德苑,1999年建
7644,永嘉路300弄,
7662,金色港湾,2001年建
7664,交大公寓,1999年建
7667,宛平南路71弄,1998年建
7675,襄北大楼,1989年建
7677,房地人才公寓,1986年建
7682,康馨家园,2002年建
7690,华强公寓,1992年建
7694,阳光名邸,2000年建
7700,丰业广元公寓,2000年建
7702,东安路180弄,1983年建
7723,湖南公寓,1947年建
7725,华建一街坊,1994年建
7726,舒城苑,2002年建
7727,天秀苑,2002年建
7733,家乐苑,1996年建
7735,百合花苑,1994年建
7742,中星虹漕公寓,2000年建
7752,鑫龙苑,2002年建
7754,徐汇新城（公寓）,2005年建
7769,金龙花苑梅花园,2000年建
7780,龙华西路309弄,1958年建
7784,兴南花园,1995年建
7789,悦兴苑,2005年建
7796,海天公寓,1989年建
7800,康健路100弄,1963年建
7807,乐山大楼,1993年建
7821,冶金大楼,1984年建
7829,兴国花园,1996年建
7830,江南新村（徐汇）,1997年建
7831,宛平南路278号,1989年建
7840,柳州路202号,1997年建
7841,新路小区,1993年建
7842,凯旋路2280弄,1997年建
7843,铁路职工小区,1985年建
7846,零陵公寓,2001年建
7849,衡山路58弄,1991年建
7851,新路大楼,1996年建
7863,云华小区,1994年建
7869,宜山路179号,1986年建
7875,新汾阳公寓,1997年建
7876,太原小区,1976年建
7878,华侨公寓,1958年建
