,name,builtdate
11614,双阳路291弄,1985年建
11619,海鹏花苑,1997年建
11622,控江路652弄,1981年建
11652,殷行路296弄,1996年建
11655,中王小区,1998年建
11664,天马大厦,1998年建
11676,延吉东路115弄,1989年建
11678,眉州路100弄,1991年建
11681,保利香槟苑,2008年建
11683,华润置地橡树湾,2009年建
11687,旭辉江湾墅,2014年建
11692,鞍山路310弄,1997年建
11738,政修路29号,1986年建
11741,石油大楼,1984年建
11743,世界路65弄,2004年建
11748,国定路600弄,1985年建
11760,星鸿佳苑,2005年建
11768,仁德路152弄,1993年建
11774,惠民新苑,1998年建
11776,众和金融大厦,
11778,佳木斯路220号,1996年建
11816,沪昌公寓,1998年建
11826,远力小区,1996年建
11840,泰宝华庭（公寓）,2011年建
11847,公安大楼（杨浦）,1991年建
11851,锦都玫瑰园,2007年建
11853,眉州坊,1997年建
11855,平凉路1976弄,1983年建
11866,金源佳苑,2004年建
11871,正文花园（二期）,2003年建
11876,延吉东路125弄,1991年建
11883,长海三村,1994年建
11889,益康大厦,2002年建
11896,永吉路122弄,1989年建
11901,民星路408弄,1987年建
11903,金龙公寓,1994年建
11908,双阳路111弄,1985年建
11912,紫罗兰家苑,2005年建
11918,双辽路155弄,1996年建
11920,松花公寓,1998年建
11943,中建大公馆,2013年建
11957,祥生御江湾（公寓）,2012年建
11968,中环国际大厦,2005年建
11972,邯郸小区,1995年建
11978,九龙仓玺园,2012年建
11982,控江路896弄,2010年建
11990,仁缘坊,2001年建
12000,瑞冬小区,1994年建
12001,古北国际花园,2006年建
12002,虹日小区,1985年建
12003,香榭苑,2001年建
12004,浦江大厦,1998年建
12005,古宋小区,1988年建
12006,中东小区,1980年建
12007,天诚花苑,1998年建
12008,安顺路231弄,1979年建
12009,新华世纪园,2003年建
12010,东镇小区,1993年建
12011,金谷苑,1994年建
12012,嘉利豪园,2003年建
12013,兰馨楼,1994年建
12014,新华路536弄,1985年建
12015,新泾三村,1988年建
12016,天山五村（旧）,1958年建
12017,古北瑞仕花园,2006年建
12018,宝石公寓,1991年建
12019,雅典花苑,1996年建
12020,茅台路250弄,1990年建
12021,淞虹公寓,1998年建
12022,御翠豪庭,2008年建
12023,锦绣花园,1994年建
12024,水霞小区,1993年建
12025,今日丽园,2003年建
12028,太子公寓,1995年建
12029,武夷路290弄,1987年建
12030,春房小区,1999年建
12031,中华小区,1997年建
12032,开城公寓,1997年建
12033,延西小区,1990年建
12034,紫竹小区,1994年建
12035,仙逸小区,1986年建
12036,昭化路55弄,1986年建
12037,古北嘉年华庭,2005年建
12039,沁秋小区,1995年建
12040,遵义路757弄,1991年建
12041,程桥一村,1985年建
12044,化工小区（长宁）,1985年建
12045,延北小区,1993年建
12046,法华镇路681弄,1995年建
12047,镇宁路465弄,1989年建
12048,田渡小区,1996年建
12049,长虹公寓,1991年建
12050,法华门大厦,1997年建
12051,华秀小区,1994年建
12052,皇朝别墅,1997年建
12053,大桥小区,1988年建
12054,虹桥城市花园（公寓）,2001年建
12055,安东小区,1989年建
12056,延武机电大楼,1993年建
12057,茅台新苑,1989年建
12058,恒力公寓,1998年建
12059,邮航小区,1981年建
12060,遵义小区,1990年建
12064,武夷路450弄,1987年建
12065,新华路445弄,1964年建
12066,天山四村,1956年建
12067,昭化路309号,1990年建
12068,愚园路1423弄,1977年建
12069,民心小区,1987年建
12070,华山花苑,1995年建
12071,虹延小区,1995年建
12072,新联大楼,1992年建
12074,云雾山路21号,1991年建
12075,上城Uptown,2003年建
12076,定威小区,1999年建
12077,丁香公寓,2000年建
12078,虹古大楼,1994年建
12080,中山公寓,2001年建
12082,锦程小区,1988年建
12083,长宁馥邦苑,2008年建
12084,联建新村（长宁）,1959年建
12085,古南小区,1989年建
12086,满庭芳花园（公寓）,2000年建
12087,新泾六村,1992年建
12088,新泾七村,1992年建
12089,长宁88金廷,2011年建
12090,协和小区（延安西路1289弄）,1991年建
12092,强生古北花园,2007年建
12093,法华镇路315弄,1993年建
12094,红庄小区,1991年建
12095,交通公寓,1992年建
12096,华丽家族古北花园,2005年建
12101,淞虹苑,1997年建
12102,假日苑,1997年建
12104,星辰公寓,2003年建
12106,巴黎花园,1997年建
12107,杜家宅小区,1984年建
12108,新泾一村,1995年建
12113,天山河畔花园,2006年建
12114,范东铁路小区,1977年建
12115,定西路439弄,1964年建
12117,天山新苑,1998年建
12118,圣美邸,2006年建
12121,君悦花园,1996年建
12123,友联大楼,1990年建
12124,金菊小区,1995年建
12125,新泾五村,1994年建
12126,威宁大楼,1994年建
12127,威宁路291弄,1997年建
12128,天山怡景苑,2009年建
12130,科宁公寓,1991年建
12132,又一村（长宁）,1990年建
12133,鸿凯湾绿苑,2003年建
12134,申亚新华府,2002年建
12135,天山华庭,2009年建
12136,长发虹桥公寓,2005年建
12138,虹桥小区,1981年建
12140,天山路1726弄,1988年建
12141,清宁小区,1992年建
12143,华敏世纪广场,2001年建
12145,剑河小区,1995年建
12146,虹旭二小区,1994年建
12147,哈密路2028号,1993年建
12148,法华镇路150弄,1990年建
12149,新泾八村,1995年建
12150,长虹小区,1989年建
12152,中紫小区,1997年建
12154,番禺路295弄,1983年建
12156,新华大厦,2001年建
12159,和平小区（长宁）,1988年建
12161,银鑫大楼,1989年建
12163,强家渡小区,1987年建
12164,河风丽景,2004年建
12165,三泾南宅,1995年建
12166,圣约翰名邸,2002年建
12167,长中小区,1988年建
12168,昭化路307号,1990年建
12169,华江大楼,1992年建
12171,虹康花苑,1999年建
12173,紫虹大厦,1999年建
12175,清池路102号,1996年建
12176,长宁锦城公寓,1995年建
12177,爱迪公寓,2001年建
12179,兆丰花园,2001年建
12180,雍景园,2001年建
12181,芙二小区,1987年建
12182,虹城公寓,1990年建
12184,美丽华花园（公寓）,1996年建
12185,虹储小区,1986年建
12186,益健小区,1987年建
12187,长宁路1600弄,1991年建
12189,龙庭公寓,1998年建
12190,绿园十村,1995年建
12195,精益公寓,1992年建
12196,法华镇路101弄,1984年建
12197,西镇小区（长宁）,1989年建
12200,怡乐公寓,1998年建
12201,虹仙小区,1990年建
12204,东湖名苑,2004年建
12205,金麟公寓,1997年建
12206,天山公寓,1999年建
12210,尚泰里,1997年建
12212,鼎邦丽池（公寓）,2002年建
12213,虹桥府邸,2008年建
12214,安阳小区,1987年建
12217,广友小区,1993年建
12218,国泰大厦,1994年建
12219,虹桥中园,2006年建
12220,永馨小区,1994年建
12221,宝北小区,1991年建
12223,仁恒河滨花园,2004年建
12226,虹旭小区,1990年建
12227,晶采名人大厦,2000年建
12228,邮局小区,1982年建
12230,虹桥机场新村,1994年建
12231,仙城小区,1994年建
12232,番禺路222弄,1993年建
12236,威宁小区,1990年建
12237,樱源晶舍,2005年建
12239,新华御庭,2005年建
12241,畅园,2004年建
12244,江苏路499弄,1996年建
12245,北虹公寓（长宁）,1999年建
12246,虹梅花苑,1994年建
12250,路易凯旋宫,2003年建
12252,法华苑,1995年建
12253,四季晶园,2003年建
12260,金电大厦,1998年建
12262,海逸公寓,2005年建
12264,虹南小区,1988年建
12265,东方剑桥,2001年建
12266,西郊明苑别墅,2007年建
12268,虹东小区,1991年建
12270,古北国际广场,2006年建
12271,云阳花苑,1997年建
12272,虹霞小区,1988年建
12273,西郊华庭,1998年建
12274,长宁路234弄,1987年建
12277,新泾二村,1984年建
12279,名光大厦,1997年建
12280,虹桥世家花园（公寓）,1999年建
12284,爱都公寓,1995年建
12285,茅台路300弄,1994年建
12288,番禺大厦,1999年建
12289,金色贝拉维,2007年建
12290,绿园一村,1997年建
12291,黄金豪园,2004年建
12294,里昂花园,1996年建
12298,安化路311号,1982年建
12299,万航小区,1995年建
12301,新华路669弄,1982年建
12304,鸿发苑,1997年建
12306,虹桥新城,2002年建
12311,锦海大厦（长宁）,1998年建
12312,法华镇路878弄,1987年建
12314,政宁小区,1994年建
12316,长宁支路314弄,1987年建
12319,江苏北路105弄,1994年建
12320,翠庭,2001年建
12321,欣绿小区,1987年建
12322,海信花苑,1997年建
12325,通协小区,2005年建
12327,兆丰嘉园,2004年建
12331,天山二村,1954年建
12333,天山星城,2006年建
12335,新海小区（长宁）,1976年建
12341,虹桥豪苑,2006年建
12342,申亚瑞庭,2010年建
12345,星霞苑,1995年建
12351,茅台雅苑,1992年建
12352,利星国际广场,2006年建
12353,杨宅路2号,1986年建
12355,海富公寓,1998年建
12358,江华机电大楼,1988年建
12360,新华路261弄,1982年建
12364,花园村雅苑,2002年建
12366,虹桥国际大厦,2007年建
12368,武夷路338弄,1994年建
12371,茅台花苑,1993年建
12372,罗马花园,1994年建
12373,延安公寓（长宁）,1986年建
12374,维多利亚（公寓）,1996年建
12375,东诸安浜路75弄,1983年建
12378,古北路371弄,1993年建
12379,中包公寓,2000年建
12381,西郊花园别墅,1993年建
12382,长宁路1488弄3支弄,1986年建
12384,南辉小区,1994年建
12390,虹桥华庭,2004年建
12391,新衡公寓,1998年建
12394,中二小区,1990年建
12398,北汪小区,1994年建
12399,天山小区,1958年建
12400,欣怡小区,1991年建
12401,安定坊,1995年建
12402,定西路615弄,1988年建
12405,嘉里华庭,2002年建
12407,大金更小区,1990年建
12409,云雾山路11号,1986年建
12410,遵义东大楼,1990年建
12419,新华别墅,1975年建
12420,世纪之春花园,2003年建
12421,上海花城,2000年建
12422,天申小区,1997年建
12427,杨宅小区,1986年建
12432,天山路820弄,1982年建
12434,虹园六村,1996年建
12435,仙蓉花苑,1991年建
12438,天悦小区,1975年建
12445,天义小区,1956年建
12446,长顺路50弄,1986年建
12449,宜嘉坊,2007年建
12450,衡辰公寓,2007年建
12451,天山五村（新）,1982年建
12452,程桥二村,1988年建
12453,锦屏路10弄,1990年建
12455,悦达花苑,1999年建
12456,纺大小区,1981年建
12460,安龙小区,1993年建
12463,玉屏南路520弄,1988年建
12465,新风小区,1990年建
12466,兆丰苑,1999年建
12470,绿园五村,1996年建
12473,富都花园,1995年建
12474,虹一小区,1978年建
12475,中山西路644号,1981年建
12481,荣华西道99弄,1994年建
12484,延安西路489弄,1990年建
12485,安顺路271号,1980年建
12486,茅台东苑,1990年建
12487,天原二村,1980年建
12497,中星雅苑,1997年建
12498,定西路680号,1984年建
12499,华阳路172弄,1987年建
12500,安顺小区,1986年建
12501,凯欣豪园,2005年建
12503,天山西路207号,1995年建
12505,延安西路1782弄,1990年建
12506,虹康景博苑,2002年建
12507,御墅花园（公寓）,2001年建
12508,张泾小区,1998年建
12510,绿地海怡公寓,2004年建
12514,新天地河滨花园,2011年建
12516,广顺小区,1998年建
12521,仙乐小区,1985年建
12523,虹桥天都国际,2006年建
12528,领尚国际酒店公寓,2003年建
12529,新华名门,1999年建
12532,华山夏都苑,2007年建
12536,长新小区（长宁）,1983年建
12538,凯旋公寓,1997年建
12544,煜王苑,2000年建
12546,新华公寓,1999年建
12551,安化路111弄,1989年建
12554,大家源新城,2002年建
12556,虹桥中华园,2001年建
12561,城宁花苑,2006年建
12562,锦苑小区（长宁）,1990年建
12567,王子公寓,1997年建
12569,虹桥中山广场,1998年建
12570,仙霞大郡,2001年建
12573,南洋新都,2001年建
12579,伊犁小区,1988年建
12591,新华苑,1996年建
12592,万航渡路2544号,
12605,皇家花园,2007年建
12608,紫勋风雅苑,2010年建
12610,友谊小区,1984年建
12612,华电小区,1986年建
12619,绿地公寓（长宁）,2003年建
12622,万华小区,1992年建
12627,铭晖西郊苑,2004年建
12629,五环大楼,1993年建
12630,虹桥河滨花园,2004年建
12633,天华公寓,1997年建
12635,虹德苑,2000年建
12641,长源小区,1996年建
12646,绿康公寓,2000年建
12648,虹桥馨苑,2003年建
12655,红梅小区（长宁）,1998年建
12660,天山中华园,2002年建
12665,平和公寓,
12682,新顺小区,1986年建
12686,文缘村,1958年建
12688,虹园一村,1995年建
12693,番禺路290弄10支弄,1984年建
12694,延和大厦,1998年建
12695,长顺小区,1985年建
12699,长宁路405弄,1989年建
12702,古北玛瑙园,2006年建
12703,香樟公寓,1997年建
12709,锦明大厦,1992年建
12711,中园小区,1988年建
12713,马赛花园,1996年建
12714,万航渡路2490号,1987年建
12715,虹福小区,1999年建
12716,虹桥怡景苑,2002年建
12717,绿园四村,1997年建
12718,绿园十一村,1996年建
12720,馨虹小区,1995年建
12725,碧瑶行政公寓,2007年建
12729,凯旋都市花园,2004年建
12730,华阳路217号,1990年建
12732,云雾山路27号,1991年建
12736,昭化路301号,1987年建
12739,新安小区,1994年建
12740,长江小区,1996年建
12747,安化路317号,1986年建
12751,老红庄,1948年建
12754,西郊紫薇花园,
12757,福苑大厦,1997年建
12759,安化路309号,1987年建
12767,金凤大厦,1996年建
12768,利安小区,1996年建
12769,哈密路1801弄,2001年建
12772,利西大楼,1998年建
12773,幸福小区,1987年建
12777,鸿申大厦,1998年建
12783,颐德名苑,2000年建
12784,东方雅苑,2000年建
12787,友力大厦,2004年建
12788,虹桥向日葵公寓,2000年建
12796,中华别墅,1985年建
12800,宁锦小区,1997年建
12803,西诸安浜路425弄,1977年建
12805,蒲松北路27号,1986年建
12807,长建公寓,1997年建
12810,古北公寓,1995年建
12813,中山大楼（长宁）,1994年建
12824,迎龙大厦（公寓）,2004年建
12829,虹园八村,1993年建
12833,利西路52号,1982年建
12838,华馨小区,1987年建
12839,新乐小区,1994年建
12847,虹桥万博花园,2005年建
12850,家电大楼,1988年建
12855,九九园,2002年建
12857,武夷大楼,1988年建
12859,王满小区,1987年建
12876,王金更小区,2000年建
12880,金钟小区,1995年建
12881,芙蓉小区,1985年建
12887,中阳小区,1987年建
12889,金龙大厦,1996年建
12894,天申综合小区,1999年建
12906,大华公寓（长宁）,1988年建
12908,龙柏花苑（公寓）,1997年建
12913,兴星公寓,1999年建
12919,锦屏小区,1986年建
12924,延安西路1930弄,1979年建
12925,威宁花苑,2001年建
12931,佳信都市花园（公寓）,1998年建
12935,淮海别墅,1940年建
12942,西郊家园（长宁）,1998年建
12944,武夷花园,2002年建
12945,秀水楼,1995年建
12951,星火大楼,1998年建
12952,宁定大楼,1992年建
12954,明珠大楼,1994年建
12957,古北中央花园,2003年建
12962,沪西别墅,1948年建
12964,华山花园,1995年建
12969,淮新大楼,2000年建
12977,春天花园,2005年建
12980,安化路277号,1982年建
12988,昭化路303号,1987年建
12998,宝地新品居,2004年建
13004,王子晶品,2009年建
13008,新泾四村,1993年建
13016,长顺路8号,1990年建
13017,长发花园,1998年建
13021,金都苑,1996年建
13024,当代新华,2001年建
13025,法华镇路720弄,1987年建
13030,华东化工大厦,1992年建
13031,长乐大厦（长宁）,1993年建
13047,申新花苑,1998年建
13053,爱建小区,1983年建
13060,愚园书香公寓,2002年建
13062,新世纪广场,1995年建
13064,昭化东路77弄,1982年建
13070,虹桥丽景苑,2001年建
13072,碧夏小区,1995年建
13076,文艺大楼,1981年建
13083,虹古小区,1989年建
13088,宁康小区,1990年建
13091,宣化路52弄,1987年建
13093,番禺路267弄,1983年建
13098,馨兰小区,1997年建
13110,华苑小区,1980年建
13115,清池苑,1995年建
13118,法华镇路500弄,1981年建
13124,海华小区,1996年建
13128,仙霞西路635弄,1996年建
13135,宁强小区,1994年建
13136,泰荣苑,2002年建
13138,芙江小区,1984年建
13146,新光小区,1987年建
13150,仙霞别墅,1993年建
13168,中星美华邨（公寓）,2011年建
13174,中科小区（长宁）,1982年建
13176,华松小区,1995年建
13177,舒兴小区,1994年建
13178,金虹苑小区,1995年建
13180,长宁路1488弄,1990年建
13181,天台家园,2003年建
13191,虹纺小区,1987年建
13204,万航渡路2550号,1987年建
13214,虹景小区,1997年建
13226,天山西路355号,1990年建
13229,碧玉公寓,1993年建
13241,范北小区,1995年建
13242,佳达新苑,2002年建
13244,哈密路428弄,1994年建
13250,中镇小区,1995年建
13251,武定西路1371弄,1983年建
13262,三泾北宅小区,1987年建
13270,长宁支路279弄,1989年建
13272,中山元一新苑,2002年建
13281,中银淮海苑,1999年建
13288,协合花苑,1996年建
13290,龙柏花苑（别墅）,1997年建
13291,海厦小区,1998年建
13293,大明小区,1992年建
13294,法华镇路588弄,1981年建
13297,兆丰大厦,1993年建
13300,愚园公馆,2006年建
13303,耀华小区（长宁）,1994年建
13330,梅泉别墅,1996年建
13332,西诸安浜路435弄,1990年建
13345,虹景家苑,2001年建
13355,遵义路533号,
13358,新时空国际商务广场,2005年建
13361,森晟世洋国际广场,2004年建
13376,法华镇路363弄,1986年建
13377,仙霞路133弄,1982年建
13379,愚园路1032弄131支弄,1985年建
13398,镇宁路545弄,1990年建
13400,云雾山路551弄,1989年建
13404,虹梅路3800弄,1999年建
13405,江苏北路119号,1984年建
13406,番禺路323号,1983年建
13452,文汇小区（长宁）,1986年建
13454,京河大厦,1998年建
13458,虹景花苑,1998年建
13459,昭化路305号,1987年建
13467,兴国大厦,1996年建
13474,万航渡路1502号,1986年建
13478,陶安小区,1992年建
13479,定西路1235弄,1987年建
13485,龙柏山庄,1995年建
13486,西郊宝成花苑,2001年建
13490,虹康新苑,2000年建
13496,四方西郊花园,1994年建
13498,绿园十二村,1996年建
13500,荣华西道19弄,1993年建
13508,长顺路4号,1981年建
13514,锦苑,1994年建
13526,香花桥路20弄,1981年建
13529,盛源大厦,1997年建
13558,昭化路60弄,1987年建
13575,番禺路385弄,1991年建
13584,金象公寓,1994年建
13591,番禺路222弄9支弄,1980年建
13604,宣化路268弄,1985年建
13611,番禺路269弄,1992年建
13620,公信绿地大楼,1996年建
13623,兴联大厦,1999年建
13647,丽晶大厦,1996年建
13661,仲信苑,1999年建
13663,联业大楼,1994年建
13675,天星公寓（长宁）,1999年建
13680,新泾苑,1999年建
13681,景博花园,2000年建
13684,翠春小区,1996年建
13689,嘉阳公寓,1998年建
13696,金浜路105弄,1995年建
13704,兴安小区,1936年建
13730,延安西路548弄60支弄,1994年建
13732,昭化东路200弄,1985年建
13736,金淞家园,2007年建
13744,伊犁路110弄,1982年建
13762,江苏路734弄,1989年建
13774,长联大厦,1992年建
13775,化纤小区,1996年建
13783,花园大厦,1996年建
13784,宣化小区,1990年建
13792,安龙大楼,1994年建
13802,新宁小区,1995年建
13818,正力公寓,2001年建
13823,兴霞小区,1998年建
13826,荣华东道112号,1997年建
13838,江苏路162弄,1973年建
13846,仲达公寓,1997年建
13849,虹欣小区,1988年建
13855,新安公寓,2000年建
13857,新华名苑,2002年建
13862,定西路1190弄,
13870,御墅花园（别墅）,2001年建
13886,新泾家苑,2008年建
13887,长峰大厦,1997年建
13893,万科广场（公寓）,1994年建
13895,鹿特丹花园,1996年建
13896,香花桥小区,1988年建
13902,淮海名邸,2016年建
13908,武夷路337弄,1981年建
13910,水仙苑,1991年建
13911,法华镇路499弄,1985年建
13914,仙霞路456号,1985年建
13917,百花村,1981年建
13924,新华豪庭,2003年建
13932,虹桥路2349号,1991年建
13938,金阳小区,1987年建
13943,西郊一品花园,2000年建
13954,宏业花园,
13977,虹林新苑,1999年建
13980,郁庭峰,2002年建
13983,上航新村,1989年建
13992,天山商厦,1998年建
14000,三湘四季花城,2008年建
14002,九城湖滨国际,2007年建
14003,复地富顿苑,2010年建
14004,金港花园（公寓）,2007年建
14005,保利西子湾,2010年建
14006,新凯家园,2006年建
14012,江中公寓,1999年建
14013,奥林匹克花园,2010年建
14015,御上海,2009年建
14019,沿海丽水馨庭（公寓）,2010年建
14020,荣乐四村,1992年建
14021,同润菲诗艾伦,2010年建
14022,公捷苑,2000年建
14024,天乐新村,
14026,河谷3号,2009年建
14027,绿洲香岛花园,2009年建
14028,三盛颐景园（公寓）,2002年建
14029,海德名园（公寓）,2005年建
14030,万科白马花园（公寓）,2007年建
14031,新凯城香樟苑,2011年建
14033,新凯城锦昌苑,2011年建
14035,久阳文华府邸（公寓）,2008年建
14042,嘉和阳光城,2006年建
14045,星辰园（公寓）,2005年建
14047,人乐四村,1990年建
14050,亭园,2008年建
14053,亭汇花苑,2002年建
14054,荣乐三村,1989年建
14059,东明花苑,
14060,民乐一村,1984年建
14062,新南路壹号（别墅）,2011年建
14064,象屿名城,2011年建
14066,明丰公寓,2000年建
14067,开元新都,2003年建
14069,九峰小区,
14071,荣盛名邸（公寓）,2006年建
14072,知雅汇（公寓）,2005年建
14073,檀香花苑（公寓）,2003年建
14074,美丽星城,2004年建
14078,新凯城玉兰苑,2012年建
14079,名庭花苑,2006年建
14085,昌鑫花园（公寓）,2008年建
14086,润和欣苑,2011年建
14088,阳光翠庭,2005年建
14089,安琪花苑（公寓）,2009年建
14091,祥和花苑（公寓）,2004年建
14092,泰晤士小镇（别墅）,2006年建
14094,沿海丽水馨庭（别墅）,2007年建
14095,同润加州（公寓）,2005年建
14097,绿地诺丁山（公寓）,2010年建
14098,新凯城银杏苑,2012年建
14099,朗庭上郡苑（公寓）,2010年建
14104,人乐三村,1994年建
14105,龙湖好望山（公寓）,2013年建
14106,牡丹逸庭,2012年建
14107,万达广场（松江）,2014年建
14109,上海青年城,2009年建
14111,九龙仓兰宫,2014年建
14119,西南名苑,2005年建
14120,江诚苑,1998年建
14126,泗泾颐景园,2011年建
14127,绿地蔷薇九里（别墅）,2010年建
14129,凤凰小区,1994年建
14134,菜花泾小区,1998年建
14138,米兰诺贵都,2013年建
14140,三星苑,2007年建
14142,开元地中海,2006年建
14143,达安圣芭芭花园,2006年建
14144,新凯城钟秀苑,2012年建
14146,莱顿小城,2007年建
14147,中大九里德（公寓）,2011年建
14159,新凯城紫竹苑,2011年建
14164,河畔雅苑,2005年建
14166,绿地蔷薇九里（公寓）,2012年建
14182,新理想花园,2014年建
14183,华亭公寓,2007年建
14185,华亭新家三辰苑,2011年建
14186,玉乐小区,2005年建
14188,海德公寓,2001年建
14189,景怡花苑（公寓）,2004年建
14191,新城家园,2010年建
14192,上海源花城,2008年建
14194,新水桥公寓,2007年建
14197,润和苑,2002年建
14199,华中公寓,1997年建
14204,祥和公寓（松江）,2002年建
14208,松汇路47弄,1982年建
14221,月夏香樟林,2005年建
14222,森林公馆乐莫苑,2006年建
14223,松石苑,2007年建
14226,贝尚湾（公寓）,2008年建
14231,海立华亭（公寓）,2006年建
14239,维罗纳贵都,2008年建
14242,沪亭苑,1999年建
14246,高乐小区,1996年建
14248,茉莉雅苑,2012年建
14249,上尚缘,2015年建
14251,民乐三村,1996年建
14252,方舟园三村,1998年建
14253,五洲云景花苑,2007年建
14254,丽水豪庭,2006年建
14255,世纪新城,2003年建
14262,珠江新城,2005年建
14264,同润别庄,
14265,绿洲长岛花园,2002年建
14266,浅水湾花园,2002年建
14268,三元公寓,2007年建
14269,绿地诺丁山（别墅）,2010年建
14270,英伦风尚（公寓）,2007年建
14271,华泽新苑,2007年建
14272,华亭新家银杏苑,2006年建
14273,白洋苑,2003年建
14274,良隆园,2002年建
14276,绿庭尚城,2011年建
14277,紫东新苑,2005年建
14280,金丰蓝庭,2006年建
14281,象屿都城,2009年建
14282,国亭花苑,2000年建
14287,金港花园（别墅）,2005年建
14293,新弘国际城（公寓）,2011年建
14295,华亭新家百合苑,2006年建
14298,润峰苑（公寓）,2005年建
14302,上海诗林（别墅）,2004年建
14304,海尚名都,2012年建
14309,贝尚湾（别墅）,2015年建
14312,三湘青年,2011年建
14319,人乐一村,1986年建
14320,月厦新天地,2005年建
14324,三湘商业广场,2011年建
14327,新凯城丹桂苑,2011年建
14331,景家堰,1998年建
14340,青春驿站,2007年建
14356,上坤红树湾,2016年建
14358,云润家园,2006年建
14377,鼎信公寓,2002年建
14393,荣乐一村,1986年建
14420,新上海弄里人家,2002年建
14427,佘山高尔夫郡,2007年建
14428,誉品谷水湾,2014年建
14433,兰桥公寓,2002年建
14434,兴日家园,2010年建
14435,浪琴水岸花园（公寓）,2006年建
14438,枫桥丽舍,2006年建
14441,文景苑,2007年建
14442,万宇阳光苑,2009年建
14447,花园浜小区,2004年建
14449,文翔名苑（公寓）,2009年建
14453,协和海琴花园,2001年建
14454,御泓苑,2009年建
14457,原野花园,2006年建
14459,上泰绅苑（公寓）,2010年建
14469,佘山3号,2009年建
14476,西林小区,1996年建
14484,欣德花苑,2004年建
14486,荣乐五村,1998年建
14493,北九峰小区,2001年建
14503,湖畔尚品,2006年建
14504,通波新村,1995年建
14506,荣乐二村,1991年建
14513,九洲大唐花园,2003年建
14514,云间名门,2011年建
14521,天宝恬苑,1998年建
14523,万科红人馆,
14524,江虹花园,1999年建
14527,象屿品城,2014年建
14528,松乐苑,2004年建
14530,佘山东郡,2010年建
14534,凤凰新村,1978年建
14547,南龙潭苑,2001年建
14558,通乐小区,1994年建
14561,天虹四村,1996年建
14570,丽景苑,2007年建
14579,英郡雷丁小城,2010年建
14580,方舟休闲广场,2004年建
14582,皇骐爱丽苑,2005年建
14585,上泰绅苑（别墅）,2010年建
14586,新乐雅苑,2005年建
14588,名仕豪庭（别墅）,2006年建
14589,仓城七村,2002年建
14603,谷北小区,1980年建
14611,乔爱别墅,1998年建
14622,裕盛豪园（公寓）,2005年建
14623,润江花苑,2006年建
14624,云间水庄,2004年建
14631,雅仕轩,2000年建
14634,保利十二橡树庄园,2007年建
14636,德邑小城（公寓）,2009年建
14639,丽水华庭,
14643,逸庭苑,2010年建
14648,万科白马花园（别墅）,2009年建
14651,海派青城,2009年建
14662,紫金花园,2008年建
14672,锦轩新墅,2003年建
14675,信达蓝爵,2015年建
14678,新南路壹号（公寓）,2011年建
14729,万科金色华亭,2012年建
14730,颐亭花园（公寓）,2010年建
14740,晨星小区,2004年建
14746,松云水苑（公寓）,2005年建
14749,九亭明珠苑（公寓）,2006年建
14752,明中龙祥家园（公寓）,2010年建
14770,荣景苑（A区）,2004年建
14800,三湘四季财富广场,2012年建
14823,佘山月湖山庄,2010年建
14829,佘山珑原,2012年建
14841,绿波景园,2010年建
14843,江南文化园,2002年建
14846,九亭苑,1998年建
14851,泰晤士小镇（公寓）,2006年建
14854,桃花源田庄,2001年建
14857,欣绿名苑,2007年建
14867,新桥首府,2006年建
14869,阳光花园,
14870,檀香花苑（别墅）,2003年建
14871,新乐名苑,2007年建
14873,天安别墅,2004年建
14877,合众湖畔花园,2004年建
14880,同润加州（别墅）,2006年建
14884,上海紫园,2009年建
14885,五昆路39号,
14886,摩卡小城,2007年建
14887,明月清泉新苑,2006年建
14888,荣乐水岸,2009年建
14892,润峰苑（别墅）,2007年建
14896,锦桂苑,2005年建
14901,松汇中路425弄,1999年建
14907,荣汇公寓,2005年建
14933,建设花园,2003年建
14935,人乐二村,1986年建
14944,方舟园四村,2000年建
14957,晶苑,2006年建
14960,大江苑,2006年建
14975,华亭荣园,2005年建
15003,明月清泉南园,2004年建
15004,依云郡（公寓）,2008年建
15006,恒杰丁香花园,2007年建
15007,仓城六村,1994年建
15008,伊莎士花园,
15012,龙祥公寓,2007年建
15017,民乐四村,1997年建
15018,佘山银湖别墅,2005年建
15026,万科梦想派,2015年建
15031,绿地香缇,
15036,东鼎名人府邸,2013年建
15070,黑鱼弄小区,2004年建
15073,松汇中路39弄,1994年建
15076,西林南路51号,1996年建
15085,北龙潭苑,2000年建
15090,弘公馆,2014年建
15095,松江颐景园（公寓）,
15096,金沙滩131号,
15097,玉龙苑,2007年建
15099,仓华路701号,
15100,金地自在城（二期）,2015年建
15104,三迪曼哈顿,
15106,文翔名苑（别墅）,2009年建
15108,新虹桥首府（公寓）,2015年建
15114,通波小区,2003年建
15118,新虹桥首府（别墅）,2013年建
15153,首创锦悦,
15155,金地艺境（松江）,2015年建
15156,荣乐中路115弄,1995年建
15163,九亭明珠苑（别墅）,2002年建
15168,红墅1858（公寓）,2011年建
15175,玉树南苑,2012年建
15179,好莱坞小区,1995年建
15187,雅仕居（别墅）,1999年建
15197,华亭新苑,2008年建
15220,绿洲华庭苑（公寓）,2002年建
15225,天马高尔夫别墅,
15226,上海家天下花园,1997年建
15232,放生池花园,2003年建
15235,上海诗林（公寓）,2004年建
15238,颐亭花园（别墅）,2007年建
