,name,location,hospital,bus,mall,subway,school,officeBuild,to_center_distance
3692,绿园一村,"{'lat': 31.218728, 'lng': 121.36646}",14.0,43.0,2.0,1.0,29.0,52.0,11058.870628321203
3693,黄金豪园,"{'lat': 31.201131, 'lng': 121.404115}",37.0,29.0,3.0,2.0,25.0,47.0,8251.350489847522
3694,里昂花园,"{'lat': 31.200268, 'lng': 121.403466}",36.0,26.0,3.0,2.0,17.0,44.0,8350.544351307242
3695,安化路311号,"{'lat': 31.220849, 'lng': 121.431202}",61.0,38.0,5.0,4.0,75.0,133.0,5012.768716235836
3696,万航小区,"{'lat': 31.233016, 'lng': 121.42931}",20.0,32.0,2.0,7.0,85.0,70.0,4934.331144874622
3697,新华路669弄,"{'lat': 31.211153, 'lng': 121.42683}",51.0,41.0,0.0,3.0,117.0,119.0,5820.53690735491
3698,鸿发苑,"{'lat': 31.207907, 'lng': 121.438796}",52.0,41.0,1.0,4.0,137.0,107.0,5048.81699670871
3699,虹桥新城,"{'lat': 31.222034, 'lng': 121.413333}",40.0,35.0,9.0,3.0,48.0,56.0,6613.840793788029
3700,锦海大厦（长宁）,"{'lat': 31.206354, 'lng': 121.428722}",49.0,36.0,1.0,2.0,132.0,112.0,5933.345175663187
3701,法华镇路878弄,"{'lat': 31.213459, 'lng': 121.426103}",51.0,37.0,0.0,1.0,117.0,106.0,5769.3573678261255
3702,政宁小区,"{'lat': 31.223247, 'lng': 121.444097}",97.0,46.0,2.0,4.0,83.0,130.0,3768.470870917805
3703,长宁支路314弄,"{'lat': 31.230058, 'lng': 121.430075}",20.0,30.0,5.0,5.0,95.0,86.0,4890.003918100415
3704,江苏北路105弄,"{'lat': 31.231271, 'lng': 121.432518}",29.0,35.0,5.0,5.0,88.0,86.0,4644.4868141311
3705,翠庭,"{'lat': 31.213429, 'lng': 121.411577}",27.0,40.0,9.0,2.0,95.0,104.0,7047.431620185382
3706,欣绿小区,"{'lat': 31.20081, 'lng': 121.423041}",47.0,30.0,3.0,2.0,60.0,71.0,6725.473950167831
3707,海信花苑,"{'lat': 31.226306, 'lng': 121.432517}",38.0,33.0,5.0,3.0,110.0,119.0,4729.994525443974
3708,通协小区,"{'lat': 31.229901, 'lng': 121.366064}",7.0,41.0,2.0,1.0,17.0,77.0,10957.717082972875
3709,兆丰嘉园,"{'lat': 31.226385, 'lng': 121.424628}",24.0,28.0,7.0,1.0,112.0,85.0,5463.826774512636
3710,天山二村,"{'lat': 31.215756, 'lng': 121.412192}",36.0,45.0,9.0,1.0,98.0,98.0,6906.764830640123
3711,天山星城,"{'lat': 31.21881, 'lng': 121.393063}",32.0,30.0,2.0,1.0,31.0,52.0,8573.101943841597
3712,新海小区（长宁）,"{'lat': 31.221227, 'lng': 121.441335}",98.0,41.0,1.0,3.0,86.0,127.0,4095.500986458059
3713,虹桥豪苑,"{'lat': 31.213105, 'lng': 121.416053}",31.0,39.0,9.0,3.0,93.0,105.0,6662.859559655143
3714,申亚瑞庭,"{'lat': 31.223246, 'lng': 121.441017}",98.0,40.0,1.0,3.0,84.0,136.0,4043.554569501676
3715,星霞苑,"{'lat': 31.213049, 'lng': 121.394701}",21.0,31.0,2.0,2.0,40.0,33.0,8583.556429057257
3716,茅台雅苑,"{'lat': 31.214574, 'lng': 121.396221}",25.0,31.0,2.0,1.0,52.0,40.0,8397.082090107038
3717,利星国际广场,"{'lat': 31.216865, 'lng': 121.4318}",65.0,36.0,4.0,4.0,90.0,148.0,5119.773999185886
3718,杨宅路2号,"{'lat': 31.213188, 'lng': 121.426729}",50.0,38.0,0.0,1.0,113.0,119.0,5728.295547591751
3719,海富公寓,"{'lat': 31.210999, 'lng': 121.433103}",59.0,37.0,1.0,4.0,149.0,125.0,5307.161573643137
3720,江华机电大楼,"{'lat': 31.217949, 'lng': 121.441033}",75.0,37.0,1.0,3.0,99.0,119.0,4273.8175576107005
3721,新华路261弄,"{'lat': 31.208966, 'lng': 121.433869}",57.0,39.0,1.0,6.0,144.0,124.0,5364.61965089654
3722,花园村雅苑,"{'lat': 31.229241, 'lng': 121.433941}",30.0,32.0,5.0,4.0,75.0,97.0,4537.878788467328
3723,虹桥国际大厦,"{'lat': 31.222778, 'lng': 121.414379}",39.0,34.0,8.0,3.0,55.0,47.0,6498.675108018965
3724,武夷路338弄,"{'lat': 31.219305, 'lng': 121.430384}",64.0,40.0,5.0,4.0,97.0,140.0,5143.361203144092
3725,茅台花苑,"{'lat': 31.216636, 'lng': 121.399041}",24.0,33.0,7.0,1.0,54.0,55.0,8077.556522484549
3726,罗马花园,"{'lat': 31.198601, 'lng': 121.40215}",33.0,26.0,4.0,2.0,16.0,41.0,8548.417788370498
3727,延安公寓（长宁）,"{'lat': 31.217312, 'lng': 121.43493}",63.0,36.0,3.0,2.0,81.0,154.0,4827.7047519788475
3728,维多利亚（公寓）,"{'lat': 31.039131, 'lng': 121.205308}",1.0,31.0,0.0,0.0,8.0,23.0,34131.96311161898
3729,东诸安浜路75弄,"{'lat': 31.224526, 'lng': 121.441555}",95.0,44.0,3.0,2.0,91.0,147.0,3949.8284513747317
3730,古北路371弄,"{'lat': 31.218635, 'lng': 121.406814}",38.0,37.0,8.0,1.0,49.0,92.0,7306.12465742221
3731,中包公寓,"{'lat': 31.222583, 'lng': 121.434816}",59.0,35.0,6.0,2.0,72.0,139.0,4625.9897501240985
3732,西郊花园别墅,"{'lat': 31.199195, 'lng': 121.396608}",23.0,20.0,3.0,2.0,17.0,31.0,8985.288418921755
3733,长宁路1488弄3支弄,"{'lat': 31.223747, 'lng': 121.415112}",38.0,33.0,8.0,3.0,83.0,42.0,6408.11550285054
3734,南辉小区,"{'lat': 31.223578, 'lng': 121.435621}",57.0,38.0,5.0,2.0,81.0,143.0,4520.010643809844
3735,虹桥华庭,"{'lat': 31.213708, 'lng': 121.40794}",27.0,39.0,10.0,2.0,57.0,98.0,7362.800700298469
3736,新衡公寓,"{'lat': 31.217295, 'lng': 121.428699}",55.0,38.0,5.0,2.0,114.0,136.0,5373.250084151627
3737,中二小区,"{'lat': 31.186079, 'lng': 121.564055}",10.0,31.0,2.0,0.0,12.0,3.0,9598.760805106012
3738,北汪小区,"{'lat': 31.223871, 'lng': 121.439399}",91.0,43.0,3.0,2.0,97.0,146.0,4167.278719349068
3739,天山小区,"{'lat': 31.218216, 'lng': 121.412451}",41.0,42.0,10.0,2.0,84.0,95.0,6801.899856769532
3740,欣怡小区,"{'lat': 31.220118, 'lng': 121.428597}",49.0,38.0,7.0,4.0,83.0,126.0,5273.466022191906
3741,安定坊,"{'lat': 31.226426, 'lng': 121.436631}",54.0,36.0,6.0,2.0,88.0,129.0,4345.410547841183
3742,定西路615弄,"{'lat': 31.211216, 'lng': 121.429805}",58.0,41.0,1.0,2.0,146.0,122.0,5567.702561398612
3743,嘉里华庭,"{'lat': 31.219507, 'lng': 121.442164}",101.0,40.0,1.0,3.0,87.0,126.0,4100.990997051069
3744,大金更小区,"{'lat': 31.214875, 'lng': 121.404663}",31.0,42.0,8.0,1.0,60.0,90.0,7618.311201957441
3745,云雾山路11号,"{'lat': 31.220826, 'lng': 121.414107}",41.0,36.0,9.0,3.0,55.0,70.0,6573.752582557709
3746,遵义东大楼,"{'lat': 31.222788, 'lng': 121.416597}",38.0,37.0,8.0,3.0,62.0,52.0,6292.595476753861
3747,新华别墅,"{'lat': 31.208927, 'lng': 121.43289}",54.0,35.0,1.0,6.0,140.0,120.0,5445.192594552497
3748,世纪之春花园,"{'lat': 31.221689, 'lng': 121.364954}",12.0,46.0,2.0,1.0,26.0,64.0,11150.477066425376
3749,上海花城,"{'lat': 31.224399, 'lng': 121.410545}",30.0,31.0,8.0,1.0,76.0,47.0,6820.814526038953
3750,天申小区,"{'lat': 31.218939, 'lng': 121.384053}",38.0,34.0,5.0,2.0,26.0,46.0,9408.983932030673
3751,杨宅小区,"{'lat': 31.213041, 'lng': 121.42702}",49.0,38.0,0.0,1.0,114.0,122.0,5710.385942187342
3752,天山路820弄,"{'lat': 31.217763, 'lng': 121.409614}",38.0,39.0,10.0,1.0,70.0,93.0,7075.05712032972
3753,虹园六村,"{'lat': 31.21695, 'lng': 121.372804}",25.0,48.0,7.0,2.0,31.0,32.0,10501.283471288321
3754,仙蓉花苑,"{'lat': 31.212559, 'lng': 121.402815}",25.0,37.0,8.0,4.0,63.0,83.0,7865.283272172938
3755,天悦小区,"{'lat': 31.21392, 'lng': 121.410946}",27.0,42.0,10.0,1.0,89.0,105.0,7085.253670195942
3756,天义小区,"{'lat': 31.218861, 'lng': 121.413756}",42.0,41.0,9.0,3.0,75.0,98.0,6662.787060455296
3757,长顺路50弄,"{'lat': 31.206056, 'lng': 121.424117}",37.0,32.0,1.0,2.0,111.0,94.0,6322.667327511225
3758,宜嘉坊,"{'lat': 31.221907, 'lng': 121.379295}",34.0,38.0,4.0,1.0,25.0,42.0,9797.529149522716
3759,衡辰公寓,"{'lat': 31.220835, 'lng': 121.394234}",25.0,29.0,2.0,1.0,22.0,68.0,8418.370838695959
3760,天山五村（新）,"{'lat': 31.215445, 'lng': 121.402867}",25.0,36.0,8.0,2.0,64.0,74.0,7763.203139575313
3761,程桥二村,"{'lat': 31.195254, 'lng': 121.381028}",18.0,31.0,2.0,2.0,18.0,34.0,10510.194425709236
3762,锦屏路10弄,"{'lat': 31.222085, 'lng': 121.408216}",31.0,31.0,8.0,1.0,44.0,55.0,7087.775364564171
3763,悦达花苑,"{'lat': 31.219579, 'lng': 121.425481}",47.0,33.0,7.0,2.0,101.0,106.0,5573.486727035454
3764,纺大小区,"{'lat': 31.207351, 'lng': 121.422211}",37.0,36.0,3.0,3.0,100.0,98.0,6407.672487680886
3765,安龙小区,"{'lat': 31.217704, 'lng': 121.392812}",37.0,33.0,2.0,1.0,35.0,33.0,8623.535739843739
3766,玉屏南路520弄,"{'lat': 31.220555, 'lng': 121.409646}",32.0,39.0,8.0,1.0,49.0,68.0,6992.797034707818
3767,新风小区,"{'lat': 31.219964, 'lng': 121.407107}",33.0,37.0,8.0,1.0,47.0,80.0,7242.919036585629
3768,兆丰苑,"{'lat': 31.230622, 'lng': 121.427893}",19.0,28.0,6.0,6.0,81.0,79.0,5089.2389374374525
3769,绿园五村,"{'lat': 31.208605, 'lng': 121.370044}",14.0,22.0,3.0,0.0,11.0,5.0,10973.168242632095
3770,富都花园,"{'lat': 31.222819, 'lng': 121.431001}",58.0,36.0,6.0,4.0,67.0,128.0,4965.19750694886
3771,虹一小区,"{'lat': 31.203718, 'lng': 121.420807}",33.0,34.0,4.0,3.0,87.0,83.0,6726.6459020498
3772,中山西路644号,"{'lat': 31.216298, 'lng': 121.418878}",47.0,42.0,9.0,3.0,93.0,110.0,6285.95386671074
3773,荣华西道99弄,"{'lat': 31.200384, 'lng': 121.399486}",30.0,23.0,3.0,1.0,21.0,39.0,8681.328193730995
3774,延安西路489弄,"{'lat': 31.223234, 'lng': 121.44413}",97.0,46.0,2.0,4.0,83.0,130.0,3766.0534888397924
3775,安顺路271号,"{'lat': 31.20577, 'lng': 121.419715}",33.0,35.0,3.0,3.0,81.0,100.0,6700.6528004719885
3776,茅台东苑,"{'lat': 31.215803, 'lng': 121.401594}",24.0,36.0,9.0,2.0,61.0,74.0,7868.249353317182
3777,天原二村,"{'lat': 31.219248, 'lng': 121.397234}",24.0,30.0,3.0,1.0,43.0,72.0,8175.330760084953
3778,中星雅苑,"{'lat': 31.208684, 'lng': 121.390905}",18.0,26.0,0.0,2.0,33.0,23.0,9076.457969362735
3779,定西路680号,"{'lat': 31.212756, 'lng': 121.430494}",59.0,39.0,1.0,2.0,149.0,130.0,5429.156273226718
3780,华阳路172弄,"{'lat': 31.229141, 'lng': 121.428904}",24.0,29.0,6.0,6.0,89.0,82.0,5013.499770138197
3781,安顺小区,"{'lat': 31.206876, 'lng': 121.421223}",32.0,39.0,3.0,3.0,100.0,99.0,6515.461804704528
3782,凯欣豪园,"{'lat': 31.222026, 'lng': 121.425207}",44.0,34.0,7.0,2.0,63.0,99.0,5519.251904665891
3783,天山西路207号,"{'lat': 31.222571, 'lng': 121.37856}",31.0,35.0,4.0,1.0,25.0,33.0,9855.70030450275
3784,延安西路1782弄,"{'lat': 31.213672, 'lng': 121.42169}",40.0,40.0,2.0,1.0,109.0,104.0,6143.205283229762
3785,虹康景博苑,"{'lat': 31.212843, 'lng': 121.379003}",24.0,27.0,4.0,0.0,16.0,14.0,10027.81369199626
3786,御墅花园（公寓）,"{'lat': 31.209462, 'lng': 121.378058}",23.0,23.0,4.0,0.0,10.0,13.0,10214.34949414243
3787,张泾小区,"{'lat': 31.199937, 'lng': 121.377966}",19.0,23.0,0.0,2.0,11.0,19.0,10569.86666529559
3788,绿地海怡公寓,"{'lat': 31.217791, 'lng': 121.43573}",66.0,37.0,3.0,3.0,90.0,157.0,4736.424866694112
3789,新天地河滨花园,"{'lat': 31.222918, 'lng': 121.403924}",30.0,31.0,8.0,2.0,50.0,53.0,7469.82375903618
3790,广顺小区,"{'lat': 31.2221, 'lng': 121.359204}",6.0,39.0,2.0,1.0,12.0,66.0,11686.528841479372
3791,仙乐小区,"{'lat': 31.211031, 'lng': 121.400399}",25.0,37.0,4.0,3.0,54.0,79.0,8137.969144249342
3792,领尚国际酒店公寓,"{'lat': 31.198306, 'lng': 121.420124}",46.0,30.0,3.0,3.0,34.0,68.0,7112.529651458779
3793,新华名门,"{'lat': 31.206609, 'lng': 121.432225}",49.0,35.0,2.0,4.0,149.0,111.0,5640.311042006817
3794,华山夏都苑,"{'lat': 31.2134, 'lng': 121.437544}",74.0,33.0,1.0,2.0,112.0,127.0,4807.750965978693
3795,长新小区（长宁）,"{'lat': 31.228808, 'lng': 121.43302}",29.0,33.0,6.0,5.0,101.0,94.0,4631.765519667935
3796,凯旋公寓,"{'lat': 31.207057, 'lng': 121.426677}",53.0,35.0,1.0,3.0,122.0,102.0,6056.701710266092
3797,煜王苑,"{'lat': 31.219128, 'lng': 121.427277}",48.0,35.0,7.0,4.0,97.0,127.0,5428.017751430576
3798,新华公寓,"{'lat': 31.064218, 'lng': 121.293907}",0.0,11.0,1.0,0.0,2.0,0.0,26064.489977135134
3799,安化路111弄,"{'lat': 31.221764, 'lng': 121.436373}",63.0,32.0,5.0,2.0,84.0,142.0,4514.819177497252
3800,大家源新城,"{'lat': 31.227744, 'lng': 121.418794}",24.0,25.0,4.0,1.0,142.0,51.0,5987.050801539339
3801,虹桥中华园,"{'lat': 31.19339, 'lng': 121.369727}",9.0,34.0,0.0,1.0,13.0,6.0,11574.662180673595
3802,城宁花苑,"{'lat': 31.224356, 'lng': 121.418703}",33.0,30.0,6.0,3.0,112.0,47.0,6060.012144559403
3803,锦苑小区（长宁）,"{'lat': 31.205521, 'lng': 121.397238}",24.0,29.0,2.0,1.0,43.0,38.0,8638.182675168307
3804,王子公寓,"{'lat': 31.198058, 'lng': 121.387077}",22.0,20.0,1.0,1.0,20.0,34.0,9856.991031629057
3805,虹桥中山广场,"{'lat': 31.203604, 'lng': 121.423241}",43.0,31.0,3.0,2.0,94.0,78.0,6537.185653079794
3806,仙霞大郡,"{'lat': 31.216076, 'lng': 121.380135}",32.0,33.0,5.0,1.0,23.0,24.0,9839.13026218646
3807,南洋新都,"{'lat': 31.220126, 'lng': 121.388607}",43.0,27.0,5.0,2.0,23.0,57.0,8958.680679782712
3808,伊犁小区,"{'lat': 31.207199, 'lng': 121.41472}",32.0,36.0,3.0,3.0,86.0,96.0,7046.566573824387
3809,新华苑,"{'lat': 31.209362, 'lng': 121.427848}",51.0,39.0,0.0,3.0,122.0,118.0,5830.769093538708
3810,万航渡路2544号,"{'lat': 31.225013, 'lng': 121.412257}",30.0,29.0,8.0,1.0,94.0,41.0,6648.580493601249
3811,皇家花园,"{'lat': 31.205269, 'lng': 121.413398}",33.0,34.0,3.0,2.0,83.0,91.0,7255.7517714009755
3812,紫勋风雅苑,"{'lat': 31.20426, 'lng': 121.42499}",45.0,30.0,2.0,2.0,113.0,82.0,6357.8315447240575
3813,友谊小区,"{'lat': 31.218213, 'lng': 121.415781}",40.0,45.0,11.0,3.0,84.0,98.0,6498.5662350310095
3814,华电小区,"{'lat': 31.229682, 'lng': 121.429178}",23.0,29.0,5.0,6.0,93.0,81.0,4979.774675833882
3815,绿地公寓（长宁）,"{'lat': 31.212548, 'lng': 121.382701}",24.0,28.0,3.0,0.0,19.0,19.0,9696.17378702816
3816,万华小区,"{'lat': 31.230754, 'lng': 121.425209}",14.0,25.0,7.0,4.0,90.0,72.0,5341.7445755284125
3817,铭晖西郊苑,"{'lat': 31.217156, 'lng': 121.382868}",35.0,36.0,4.0,1.0,24.0,28.0,9559.516423824598
3818,五环大楼,"{'lat': 31.219968, 'lng': 121.437578}",68.0,35.0,4.0,2.0,98.0,150.0,4479.1470928085655
3819,虹桥河滨花园,"{'lat': 31.224844, 'lng': 121.40829}",29.0,29.0,6.0,1.0,81.0,50.0,7023.537211845418
3820,天华公寓,"{'lat': 31.21755, 'lng': 121.401524}",24.0,34.0,9.0,2.0,59.0,75.0,7823.325803577786
3821,虹德苑,"{'lat': 31.225607, 'lng': 121.419841}",32.0,26.0,7.0,2.0,140.0,57.0,5927.14578535049
3822,绿康公寓,"{'lat': 31.221769, 'lng': 121.38791}",36.0,29.0,5.0,2.0,24.0,54.0,8991.329867937124
3823,虹桥馨苑,"{'lat': 31.223727, 'lng': 121.41301}",33.0,31.0,8.0,2.0,73.0,50.0,6604.47601892955
3824,红梅小区（长宁）,"{'lat': 31.220891, 'lng': 121.369285}",20.0,50.0,4.0,1.0,30.0,64.0,10755.532960111537
3825,天山中华园,"{'lat': 31.220453, 'lng': 121.390267}",36.0,30.0,2.0,2.0,23.0,60.0,8796.804668628929
3826,平和公寓,"{'lat': 31.227929, 'lng': 121.371089}",9.0,39.0,1.0,2.0,22.0,63.0,10495.648867992315
3827,新顺小区,"{'lat': 31.20445, 'lng': 121.425925}",47.0,31.0,1.0,2.0,118.0,85.0,6271.763763370008
3828,文缘村,"{'lat': 31.208978, 'lng': 121.430756}",51.0,38.0,1.0,3.0,143.0,125.0,5614.273287240465
3829,虹园一村,"{'lat': 31.219364, 'lng': 121.379438}",34.0,37.0,5.0,1.0,28.0,40.0,9831.234898566197
3830,番禺路290弄10支弄,"{'lat': 31.211534, 'lng': 121.43426}",73.0,38.0,1.0,3.0,150.0,129.0,5182.174270095467
3831,延和大厦,"{'lat': 31.215524, 'lng': 121.436727}",65.0,34.0,1.0,2.0,98.0,141.0,4761.264661430647
3832,长顺小区,"{'lat': 31.20311, 'lng': 121.42497}",51.0,33.0,3.0,2.0,97.0,76.0,6429.756911850795
3833,长宁路405弄,"{'lat': 31.228823, 'lng': 121.433904}",34.0,34.0,6.0,4.0,77.0,99.0,4548.496390874303
3834,古北玛瑙园,"{'lat': 31.198254, 'lng': 121.408845}",34.0,29.0,3.0,3.0,13.0,45.0,8014.539499677944
3835,香樟公寓,"{'lat': 31.224008, 'lng': 121.437231}",65.0,38.0,6.0,2.0,89.0,141.0,4359.634020779295
3836,锦明大厦,"{'lat': 31.210023, 'lng': 121.413199}",28.0,40.0,8.0,4.0,90.0,102.0,7045.34389227202
3837,中园小区,"{'lat': 31.205861, 'lng': 121.415275}",32.0,35.0,2.0,2.0,83.0,92.0,7067.017921851735
3838,马赛花园,"{'lat': 31.201304, 'lng': 121.403286}",36.0,30.0,2.0,2.0,24.0,46.0,8312.635569381286
3839,万航渡路2490号,"{'lat': 31.226291, 'lng': 121.412428}",28.0,26.0,3.0,0.0,108.0,42.0,6609.492944484291
3840,虹福小区,"{'lat': 40.114781, 'lng': 116.381505}",7.0,11.0,2.0,0.0,22.0,6.0,1089000.7313866587
3841,虹桥怡景苑,"{'lat': 31.212053, 'lng': 121.380528}",23.0,26.0,4.0,0.0,14.0,16.0,9910.028284800375
3842,绿园四村,"{'lat': 31.20976, 'lng': 121.369438}",13.0,23.0,3.0,0.0,14.0,7.0,10994.72028405222
3843,绿园十一村,"{'lat': 31.210888, 'lng': 121.364963}",9.0,23.0,3.0,0.0,14.0,3.0,11375.688658946758
3844,馨虹小区,"{'lat': 31.212744, 'lng': 121.370974}",13.0,30.0,4.0,0.0,20.0,10.0,10771.464234147676
3845,碧瑶行政公寓,"{'lat': 31.216168, 'lng': 121.435193}",65.0,37.0,2.0,2.0,83.0,148.0,4859.312138041688
3846,凯旋都市花园,"{'lat': 31.210042, 'lng': 121.425124}",46.0,39.0,0.0,3.0,111.0,99.0,6021.583652785671
3847,华阳路217号,"{'lat': 31.229143, 'lng': 121.429555}",23.0,30.0,5.0,6.0,93.0,83.0,4952.159696648967
3848,云雾山路27号,"{'lat': 31.22098, 'lng': 121.41319}",38.0,36.0,9.0,3.0,54.0,70.0,6654.200996656133
3849,昭化路301号,"{'lat': 31.218501, 'lng': 121.432253}",66.0,37.0,5.0,4.0,84.0,148.0,5009.656287694766
3850,新安小区,"{'lat': 31.216401, 'lng': 121.393383}",30.0,31.0,2.0,1.0,39.0,28.0,8604.956863200523
3851,长江小区,"{'lat': 31.231152, 'lng': 121.431637}",28.0,32.0,6.0,5.0,87.0,82.0,4729.1426711369595
3852,安化路317号,"{'lat': 31.220952, 'lng': 121.430273}",54.0,41.0,7.0,4.0,76.0,127.0,5092.9160730237845
3853,老红庄,"{'lat': 31.207388, 'lng': 121.436635}",51.0,36.0,1.0,5.0,145.0,114.0,5248.101010867098
3854,西郊紫薇花园,"{'lat': 31.213708, 'lng': 121.390255}",32.0,31.0,1.0,3.0,35.0,24.0,8969.275198602836
3855,福苑大厦,"{'lat': 31.210264, 'lng': 121.437774}",64.0,36.0,1.0,3.0,146.0,114.0,4975.3580550141
3856,安化路309号,"{'lat': 31.220844, 'lng': 121.431381}",60.0,38.0,5.0,4.0,75.0,133.0,4996.828920812733
3857,金凤大厦,"{'lat': 31.224201, 'lng': 121.438745}",78.0,40.0,4.0,2.0,93.0,144.0,4215.646756015709
3858,利安小区,"{'lat': 31.22111, 'lng': 121.433481}",68.0,35.0,5.0,4.0,79.0,140.0,4798.383308258442
3859,哈密路1801弄,"{'lat': 31.200181, 'lng': 121.374781}",18.0,23.0,1.0,1.0,8.0,15.0,10841.772894070273
3860,利西大楼,"{'lat': 31.22164, 'lng': 121.43858}",78.0,37.0,4.0,2.0,89.0,137.0,4322.372298075636
3861,幸福小区,"{'lat': 31.215591, 'lng': 121.437275}",73.0,33.0,1.0,2.0,102.0,141.0,4711.63824472655
3862,鸿申大厦,"{'lat': 31.212948, 'lng': 121.431012}",62.0,38.0,1.0,3.0,138.0,135.0,5375.605039810999
3863,颐德名苑,"{'lat': 31.215163, 'lng': 121.431293}",62.0,35.0,2.0,4.0,103.0,137.0,5242.032265550529
3864,东方雅苑,"{'lat': 31.22111, 'lng': 121.444504}",100.0,49.0,1.0,4.0,72.0,121.0,3824.1346773132545
3865,友力大厦,"{'lat': 31.250155, 'lng': 121.450802}",32.0,40.0,11.0,2.0,34.0,127.0,3323.5792902697804
3866,虹桥向日葵公寓,"{'lat': 31.21778, 'lng': 121.419854}",52.0,41.0,4.0,3.0,89.0,119.0,6144.363610251178
3867,中华别墅,"{'lat': 31.204668, 'lng': 121.414549}",33.0,32.0,3.0,2.0,81.0,88.0,7190.194089732154
3868,宁锦小区,"{'lat': 31.222583, 'lng': 121.40769}",31.0,31.0,7.0,1.0,47.0,54.0,7125.495375794795
3869,西诸安浜路425弄,"{'lat': 31.223028, 'lng': 121.435316}",60.0,35.0,6.0,2.0,71.0,145.0,4565.703965361764
3870,蒲松北路27号,"{'lat': 31.223847, 'lng': 121.381448}",25.0,32.0,5.0,1.0,21.0,49.0,9564.039173084622
3871,长建公寓,"{'lat': 31.218237, 'lng': 121.407046}",37.0,39.0,8.0,1.0,53.0,92.0,7296.1865128866
3872,古北公寓,"{'lat': 31.212938, 'lng': 121.407527}",25.0,38.0,10.0,3.0,56.0,98.0,7428.1853250451595
3873,中山大楼（长宁）,"{'lat': 31.223683, 'lng': 121.427925}",40.0,35.0,7.0,4.0,70.0,109.0,5222.035170715261
3874,迎龙大厦（公寓）,"{'lat': 31.215735, 'lng': 121.431026}",65.0,36.0,2.0,4.0,107.0,140.0,5238.25084228914
3875,虹园八村,"{'lat': 31.219724, 'lng': 121.378563}",34.0,39.0,5.0,1.0,28.0,35.0,9905.986517884447
3876,利西路52号,"{'lat': 31.221538, 'lng': 121.43748}",65.0,34.0,4.0,2.0,89.0,141.0,4424.357700683628
3877,华馨小区,"{'lat': 31.230394, 'lng': 121.427279}",18.0,26.0,6.0,6.0,81.0,80.0,5149.945498625964
3878,新乐小区,"{'lat': 31.21258, 'lng': 121.389348}",25.0,30.0,0.0,2.0,35.0,19.0,9086.524295660774
3879,虹桥万博花园,"{'lat': 31.223636, 'lng': 121.408035}",31.0,32.0,6.0,1.0,60.0,54.0,7070.896698509854
3880,家电大楼,"{'lat': 31.221428, 'lng': 121.417315}",40.0,37.0,9.0,3.0,50.0,65.0,6261.607019860674
3881,九九园,"{'lat': 31.199241, 'lng': 121.425272}",41.0,32.0,4.0,3.0,49.0,74.0,6655.969310453493
3882,武夷大楼,"{'lat': 31.21842, 'lng': 121.419912}",53.0,41.0,7.0,3.0,82.0,119.0,6116.902988151291
3883,王满小区,"{'lat': 31.201352, 'lng': 121.376697}",19.0,26.0,1.0,2.0,13.0,12.0,10624.99062967429
3884,王金更小区,"{'lat': 31.21152, 'lng': 121.377937}",22.0,28.0,4.0,0.0,18.0,13.0,10163.361335036405
3885,金钟小区,"{'lat': 31.226456, 'lng': 121.370287}",11.0,47.0,5.0,2.0,25.0,70.0,10585.71372101988
3886,芙蓉小区,"{'lat': 31.213594, 'lng': 121.402684}",24.0,36.0,8.0,4.0,63.0,81.0,7840.85169005399
3887,中阳小区,"{'lat': 31.220773, 'lng': 121.427273}",48.0,37.0,7.0,4.0,75.0,114.0,5370.510224277508
3888,金龙大厦,"{'lat': 31.224217, 'lng': 121.438428}",76.0,40.0,5.0,2.0,92.0,139.0,4243.9588449795165
3889,天申综合小区,"{'lat': 31.216794, 'lng': 121.392179}",38.0,33.0,2.0,1.0,37.0,21.0,8705.568027314335
3890,大华公寓（长宁）,"{'lat': 31.219464, 'lng': 121.417676}",38.0,37.0,9.0,3.0,67.0,89.0,6286.056561403745
3891,龙柏花苑（公寓）,"{'lat': 31.195961, 'lng': 121.366209}",9.0,29.0,0.0,1.0,8.0,4.0,11772.333420429733
3892,兴星公寓,"{'lat': 31.230216, 'lng': 121.440995}",67.0,50.0,3.0,2.0,82.0,131.0,3858.511713829189
3893,锦屏小区,"{'lat': 31.220966, 'lng': 121.410381}",33.0,37.0,8.0,1.0,52.0,68.0,6914.185248872893
3894,延安西路1930弄,"{'lat': 31.212548, 'lng': 121.419407}",36.0,37.0,3.0,3.0,91.0,101.0,6391.995133817146
3895,威宁花苑,"{'lat': 31.218999, 'lng': 121.39092}",37.0,27.0,1.0,2.0,28.0,47.0,8767.884096699445
3896,佳信都市花园（公寓）,"{'lat': 31.217867, 'lng': 121.437392}",66.0,34.0,1.0,3.0,97.0,155.0,4589.244424588517
3897,淮海别墅,"{'lat': 31.210197, 'lng': 121.443129}",53.0,41.0,2.0,5.0,133.0,84.0,4566.791314808552
3898,西郊家园（长宁）,"{'lat': 31.195398, 'lng': 121.377133}",20.0,30.0,1.0,2.0,16.0,26.0,10840.272553082485
3899,武夷花园,"{'lat': 31.218775, 'lng': 121.422052}",51.0,40.0,7.0,2.0,98.0,111.0,5911.167395087849
3900,秀水楼,"{'lat': 31.230788, 'lng': 121.430123}",20.0,32.0,6.0,5.0,88.0,83.0,4876.433595032503
3901,星火大楼,"{'lat': 31.222465, 'lng': 121.415034}",37.0,37.0,9.0,3.0,56.0,50.0,6445.483895576544
