,name,location,hospital,bus,mall,subway,school,officeBuild,to_center_distance
0,潍坊四村,"{'lat': 31.224104, 'lng': 121.53081}",17.0,43.0,3.0,4.0,52.0,93.0,4884.18582985635
1,德州二村,"{'lat': 31.174549, 'lng': 121.498199}",30.0,34.0,1.0,3.0,53.0,7.0,6947.432725602932
2,东陆新村九街坊,"{'lat': 31.281467, 'lng': 121.608138}",9.0,32.0,3.0,1.0,26.0,4.0,13117.832584299833
3,曙光苑,"{'lat': 31.30697, 'lng': 121.335266}",3.0,16.0,1.0,2.0,4.0,6.0,15991.082772784279
4,西镇小区（浦东）,"{'lat': 31.248125, 'lng': 121.556307}",23.0,43.0,1.0,2.0,41.0,25.0,7287.113469819817
5,潼港五村,"{'lat': 31.34874, 'lng': 121.579958}",17.0,26.0,7.0,0.0,22.0,11.0,15725.005633906172
6,浦东世纪花园（公寓）,"{'lat': 31.220575, 'lng': 121.547495}",4.0,35.0,6.0,3.0,13.0,41.0,6518.414497096432
7,阳光花城,"{'lat': 31.214297, 'lng': 121.629835}",5.0,38.0,0.0,1.0,13.0,17.0,14330.679246443406
8,永泰花苑,"{'lat': 31.14362, 'lng': 121.523825}",1.0,22.0,2.0,3.0,15.0,11.0,10973.324896997554
9,巨东小区,"{'lat': 31.242368, 'lng': 121.556999}",18.0,48.0,1.0,3.0,38.0,17.0,7254.924900917394
10,品珍苑,"{'lat': 31.147294, 'lng': 121.529689}",7.0,36.0,2.0,2.0,15.0,7.0,10820.876709486056
11,新川路742弄,"{'lat': 31.197214, 'lng': 121.698275}",8.0,46.0,4.0,1.0,32.0,17.0,21078.547469174948
12,高桥二村,"{'lat': 31.351847, 'lng': 121.583263}",20.0,30.0,7.0,2.0,18.0,8.0,16189.622504191366
13,永达城市公寓,"{'lat': 31.194762, 'lng': 121.703625}",16.0,55.0,6.0,1.0,34.0,18.0,21632.611841726855
14,龙昌苑,"{'lat': 31.206981, 'lng': 121.552228}",7.0,43.0,0.0,2.0,21.0,6.0,7457.404302218132
15,学前二村,"{'lat': 31.352588, 'lng': 121.590493}",18.0,28.0,8.0,2.0,13.0,42.0,16674.821859211665
16,牡丹路186弄,"{'lat': 31.212315, 'lng': 121.552656}",5.0,36.0,0.0,1.0,20.0,8.0,7264.879716346462
17,新世纪花苑（浦东）,"{'lat': 31.180657, 'lng': 121.490158}",12.0,25.0,0.0,3.0,26.0,9.0,6136.376038595652
18,潍坊一村,"{'lat': 31.223393, 'lng': 121.528361}",16.0,43.0,4.0,4.0,51.0,78.0,4681.162131042406
19,东昌大楼,"{'lat': 31.238588, 'lng': 121.52014}",43.0,55.0,8.0,3.0,46.0,116.0,3725.9882855304622
20,东力新村,"{'lat': 31.29281, 'lng': 121.633799}",1.0,19.0,0.0,1.0,10.0,0.0,15856.594679443397
21,妙城公寓,"{'lat': 31.197616, 'lng': 121.70346}",15.0,57.0,5.0,1.0,39.0,18.0,21553.012226592215
22,珠江玫瑰花园（公寓）,"{'lat': 31.248685, 'lng': 121.538502}",10.0,23.0,0.0,0.0,42.0,59.0,5652.912777618821
23,东明新村,"{'lat': 31.222944, 'lng': 121.524271}",12.0,40.0,3.0,2.0,39.0,58.0,4325.17005129966
24,高南新村,"{'lat': 31.346809, 'lng': 121.590725}",15.0,33.0,8.0,2.0,21.0,40.0,16191.564777231659
25,泰祥楼,"{'lat': 31.200288, 'lng': 121.51908}",19.0,36.0,4.0,2.0,19.0,41.0,5308.009663363172
26,地杰国际城,"{'lat': 31.162652, 'lng': 121.579157}",4.0,25.0,2.0,1.0,7.0,11.0,12335.794761020577
27,港机新村,"{'lat': 31.196137, 'lng': 121.514247}",18.0,40.0,4.0,3.0,19.0,38.0,5373.7625790241855
28,联洋年华,"{'lat': 31.230531, 'lng': 121.561117}",17.0,37.0,3.0,2.0,17.0,19.0,7622.704366404447
29,新花苑,"{'lat': 31.263935, 'lng': 121.595342}",7.0,39.0,3.0,2.0,31.0,28.0,11313.65175457713
30,德西大楼,"{'lat': 31.172422, 'lng': 121.490463}",12.0,22.0,2.0,3.0,29.0,4.0,7047.8346936695425
31,由由七村,"{'lat': 31.194982, 'lng': 121.532944}",11.0,27.0,1.0,2.0,18.0,9.0,6661.082485454839
32,中大苑,"{'lat': 31.27539, 'lng': 121.599872}",14.0,35.0,1.0,2.0,34.0,4.0,12134.758150752403
33,东方知音苑,"{'lat': 31.26391, 'lng': 121.581475}",17.0,35.0,5.0,2.0,33.0,21.0,10054.670313812067
34,绿洲康城亲水湾,"{'lat': 31.154501, 'lng': 121.586066}",2.0,21.0,2.0,0.0,8.0,2.0,13428.69109700162
35,双桥小区,"{'lat': 31.291314, 'lng': 121.602628}",7.0,18.0,0.0,3.0,11.0,0.0,13119.961882991016
36,中星海上景庭,"{'lat': 31.245239, 'lng': 121.555012}",22.0,41.0,1.0,2.0,52.0,25.0,7109.629633929132
37,汤臣豪园（一期）,"{'lat': 31.206233, 'lng': 121.594404}",0.0,21.0,1.0,1.0,23.0,44.0,11245.045087700899
38,济阳三村,"{'lat': 31.172274, 'lng': 121.488611}",12.0,21.0,1.0,2.0,21.0,6.0,7044.217395896787
39,恒大小区,"{'lat': 31.175593, 'lng': 121.516064}",8.0,34.0,4.0,1.0,27.0,5.0,7423.766404212678
40,东二小区,"{'lat': 31.274353, 'lng': 121.602837}",10.0,34.0,1.0,2.0,30.0,3.0,12356.393686451569
41,锦绣河山,"{'lat': 31.252212, 'lng': 121.566093}",17.0,44.0,3.0,2.0,33.0,24.0,8292.433160352168
42,东园三村,"{'lat': 31.235594, 'lng': 121.520544}",46.0,52.0,7.0,2.0,47.0,100.0,3746.629679665336
43,张杨花苑,"{'lat': 31.246712, 'lng': 121.562754}",18.0,39.0,4.0,2.0,31.0,16.0,7862.269836393832
44,港城新苑,"{'lat': 31.358412, 'lng': 121.587222}",12.0,16.0,5.0,2.0,9.0,24.0,16999.769722319048
45,海桐小区,"{'lat': 31.210487, 'lng': 121.557481}",5.0,33.0,1.0,2.0,21.0,7.0,7765.97955485462
46,东荷小区,"{'lat': 31.277642, 'lng': 121.598534}",14.0,38.0,2.0,3.0,30.0,4.0,12111.558852461483
47,新领地,"{'lat': 31.208733, 'lng': 121.556542}",5.0,40.0,1.0,2.0,21.0,6.0,7754.826909109311
48,凌兆路608弄,"{'lat': 31.150057, 'lng': 121.508958}",12.0,30.0,3.0,4.0,21.0,12.0,9841.121102613111
49,金谊河畔,"{'lat': 31.145331, 'lng': 121.522978}",3.0,24.0,2.0,3.0,16.0,9.0,10766.749509598854
50,东南新村（浦东）,"{'lat': 31.2311, 'lng': 121.522963}",40.0,42.0,7.0,3.0,48.0,86.0,4003.9155088169796
51,黄山始信苑,"{'lat': 31.261576, 'lng': 121.577106}",13.0,37.0,2.0,1.0,30.0,23.0,9579.362414626441
52,芳华路268弄,"{'lat': 31.201577, 'lng': 121.562651}",17.0,37.0,2.0,2.0,12.0,3.0,8610.70039783496
53,博三小区,"{'lat': 31.272015, 'lng': 121.589099}",15.0,36.0,3.0,3.0,34.0,10.0,11044.657333039464
54,碧云新天地（一期）,"{'lat': 31.268169, 'lng': 121.595554}",12.0,40.0,2.0,2.0,35.0,11.0,11473.929329126913
55,杉林新月（环林东路799弄）,"{'lat': 31.148624, 'lng': 121.537264}",8.0,32.0,3.0,2.0,19.0,1.0,11017.832664597061
56,盛源公寓,"{'lat': 31.150151, 'lng': 121.534505}",6.0,33.0,3.0,1.0,16.0,7.0,10743.130513608474
57,浦东南路2370弄,"{'lat': 31.205749, 'lng': 121.51707}",20.0,38.0,4.0,1.0,16.0,26.0,4740.469885202914
58,东靖苑,"{'lat': 31.299352, 'lng': 121.585355}",3.0,17.0,0.0,1.0,13.0,1.0,12199.867191831627
59,临沂六村,"{'lat': 31.199775, 'lng': 121.518211}",19.0,35.0,4.0,2.0,19.0,40.0,5294.618110390737
60,阳明花园广场,"{'lat': 31.342432, 'lng': 121.598737}",3.0,24.0,4.0,1.0,9.0,46.0,16333.233030744997
61,临沂一村,"{'lat': 31.20466, 'lng': 121.519579}",22.0,36.0,4.0,2.0,27.0,25.0,4996.996272873364
62,金桥新村一街坊,"{'lat': 31.272879, 'lng': 121.606779}",6.0,35.0,2.0,0.0,26.0,5.0,12652.908645224707
63,东陆新村二街坊,"{'lat': 31.279971, 'lng': 121.605964}",10.0,33.0,2.0,2.0,24.0,4.0,12862.859109348165
64,临沂三村,"{'lat': 31.197742, 'lng': 121.514936}",18.0,39.0,4.0,2.0,19.0,37.0,5269.865113004792
65,东沟一村,"{'lat': 31.298517, 'lng': 121.583271}",3.0,17.0,0.0,0.0,15.0,1.0,11984.950019458445
66,牡丹小区（浦东）,"{'lat': 31.213758, 'lng': 121.551376}",5.0,33.0,0.0,1.0,20.0,11.0,7095.261858427845
67,东方城市绿洲,"{'lat': 31.192895, 'lng': 121.687134}",0.0,17.0,0.0,0.0,15.0,2.0,20149.20735613051
68,舒馨北苑,"{'lat': 31.197754, 'lng': 121.673757}",1.0,21.0,2.0,0.0,12.0,1.0,18786.887045487776
69,上南九村,"{'lat': 31.175806, 'lng': 121.504745}",27.0,38.0,2.0,2.0,53.0,7.0,6986.111888707182
70,蓝高小区,"{'lat': 31.216717, 'lng': 121.536328}",25.0,40.0,6.0,2.0,46.0,52.0,5639.906166907008
71,新芳邻,"{'lat': 31.280403, 'lng': 121.658331}",3.0,10.0,0.0,0.0,32.0,2.0,17573.585219370725
72,荷一小区,"{'lat': 31.278054, 'lng': 121.600149}",13.0,38.0,2.0,4.0,29.0,3.0,12270.797806642191
73,六街坊小区,"{'lat': 31.215483, 'lng': 121.560553}",4.0,32.0,3.0,3.0,16.0,11.0,7866.182196202165
74,南江苑,"{'lat': 31.174256, 'lng': 121.5242}",4.0,27.0,3.0,2.0,15.0,6.0,7927.6662374444095
75,金杨新村三街坊,"{'lat': 31.255894, 'lng': 121.585563}",13.0,41.0,5.0,2.0,26.0,27.0,10187.865109835979
76,伟业金锦苑三村,"{'lat': 31.291132, 'lng': 121.593085}",4.0,26.0,1.0,3.0,21.0,0.0,12318.957824146957
77,证大家园（公寓）,"{'lat': 31.287731, 'lng': 121.607112}",9.0,22.0,3.0,1.0,19.0,2.0,13317.627590268254
78,由由一村,"{'lat': 31.200177, 'lng': 121.534525}",9.0,24.0,1.0,1.0,21.0,12.0,6405.208233535248
79,建中路126弄,"{'lat': 31.209459, 'lng': 121.621404}",3.0,32.0,0.0,1.0,12.0,24.0,13643.767257872323
80,潍坊八村,"{'lat': 31.224965, 'lng': 121.533871}",15.0,42.0,3.0,3.0,50.0,108.0,5143.894050312007
81,德州五村,"{'lat': 31.172732, 'lng': 121.502002}",28.0,37.0,2.0,3.0,44.0,4.0,7234.773823609266
82,绿地泾南公寓,"{'lat': 31.235639, 'lng': 121.558082}",18.0,49.0,3.0,2.0,28.0,21.0,7315.562980046432
83,华高一村,"{'lat': 31.286769, 'lng': 121.619289}",4.0,16.0,3.0,2.0,14.0,1.0,14324.184981260189
84,由由民丰苑,"{'lat': 31.196893, 'lng': 121.532993}",11.0,26.0,1.0,2.0,18.0,12.0,6523.441371702665
85,西邱小区,"{'lat': 31.212339, 'lng': 121.520457}",24.0,32.0,5.0,2.0,29.0,46.0,4527.341387631181
86,品华苑,"{'lat': 31.146049, 'lng': 121.527368}",6.0,28.0,2.0,3.0,14.0,9.0,10854.947279268328
87,东沟二村,"{'lat': 31.298834, 'lng': 121.582243}",2.0,14.0,0.0,0.0,13.0,1.0,11926.783590627772
88,东源名都,"{'lat': 31.290345, 'lng': 121.620761}",5.0,27.0,3.0,1.0,16.0,3.0,14614.345084923116
89,万邦都市花园,"{'lat': 31.206557, 'lng': 121.558872}",6.0,41.0,2.0,2.0,19.0,5.0,8053.1382596597605
90,张江汤臣豪园（三期）,"{'lat': 31.205026, 'lng': 121.604375}",1.0,29.0,2.0,2.0,36.0,65.0,12192.687098263785
91,南杨小区（长清路）,"{'lat': 31.163505, 'lng': 121.498003}",13.0,27.0,6.0,1.0,13.0,6.0,8142.885397176139
92,学前一村,"{'lat': 31.35451, 'lng': 121.591847}",18.0,22.0,6.0,1.0,16.0,40.0,16922.10609828294
93,海关大楼,"{'lat': 31.242128, 'lng': 121.495973}",36.0,66.0,29.0,4.0,43.0,163.0,1601.6442044815478
94,金杨新村五街坊,"{'lat': 31.252021, 'lng': 121.583529}",13.0,41.0,2.0,1.0,28.0,13.0,9909.99128226994
95,梅园五街坊,"{'lat': 31.2378, 'lng': 121.536019}",36.0,42.0,1.0,4.0,60.0,98.0,5225.129388942169
96,浦发绿城,"{'lat': 31.155055, 'lng': 121.548692}",3.0,15.0,0.0,1.0,12.0,0.0,10995.68734876919
97,富特四村,"{'lat': 31.346459, 'lng': 121.594183}",12.0,26.0,7.0,2.0,15.0,47.0,16375.42471665424
98,上南十二村,"{'lat': 31.174579, 'lng': 121.511692}",19.0,34.0,3.0,2.0,40.0,5.0,7350.706694949214
99,香楠小区,"{'lat': 31.22254, 'lng': 121.621999}",4.0,20.0,0.0,1.0,5.0,7.0,13468.350542264381
100,昌五小区,"{'lat': 31.184903, 'lng': 121.524012}",12.0,36.0,2.0,3.0,22.0,10.0,6930.312463287898
101,联鑫坊,"{'lat': 31.290194, 'lng': 121.590018}",5.0,25.0,1.0,3.0,20.0,0.0,12014.784065859249
102,翠竹苑,"{'lat': 31.147865, 'lng': 121.526427}",9.0,34.0,2.0,4.0,14.0,9.0,10634.05141501038
103,上南六村,"{'lat': 31.183796, 'lng': 121.506904}",14.0,40.0,2.0,5.0,45.0,8.0,6229.255994383951
104,华丽家族花园,"{'lat': 31.229858, 'lng': 121.564266}",15.0,24.0,4.0,1.0,16.0,17.0,7926.800327615459
105,竹园高层,"{'lat': 31.238053, 'lng': 121.539426}",22.0,43.0,0.0,3.0,56.0,77.0,5550.092050111085
106,凌云公寓,"{'lat': 31.153489, 'lng': 121.50545}",14.0,38.0,6.0,3.0,18.0,12.0,9386.372943610952
107,东陆新村六街坊,"{'lat': 31.284716, 'lng': 121.603249}",9.0,22.0,2.0,3.0,21.0,3.0,12841.67791764199
108,陆家嘴中央公寓,"{'lat': 31.220575, 'lng': 121.547495}",4.0,35.0,6.0,3.0,13.0,41.0,6518.414497096432
109,四季全景台,"{'lat': 31.217314, 'lng': 121.560326}",3.0,27.0,4.0,4.0,15.0,13.0,7790.657299172425
110,菊园,"{'lat': 31.233983, 'lng': 121.520022}",34.0,51.0,6.0,2.0,42.0,88.0,3699.7934045965794
111,广兰名苑,"{'lat': 31.209245, 'lng': 121.626824}",4.0,34.0,0.0,1.0,17.0,22.0,14152.876835555433
112,阳光二村,"{'lat': 31.252664, 'lng': 121.557}",20.0,40.0,3.0,1.0,32.0,32.0,7465.8987441047275
113,凌兆新村（凌兆路530弄）,"{'lat': 31.149625, 'lng': 121.507881}",15.0,30.0,3.0,4.0,23.0,11.0,9860.475590083155
114,上南十一村,"{'lat': 31.174102, 'lng': 121.505179}",23.0,34.0,2.0,2.0,49.0,5.0,7178.841695368353
115,上南五村,"{'lat': 31.185521, 'lng': 121.50543}",12.0,35.0,3.0,3.0,38.0,8.0,5997.996249952888
116,上南七村,"{'lat': 31.180362, 'lng': 121.509346}",15.0,37.0,2.0,4.0,50.0,7.0,6671.990532503484
117,博山小区,"{'lat': 31.251801, 'lng': 121.562776}",20.0,44.0,4.0,2.0,33.0,26.0,7975.005748830587
118,丽都成品,"{'lat': 31.280896, 'lng': 121.597022}",11.0,35.0,2.0,2.0,28.0,4.0,12125.867767228025
119,黄山新村,"{'lat': 31.258465, 'lng': 121.575522}",17.0,41.0,2.0,2.0,25.0,22.0,9334.899567101564
120,潍坊十村,"{'lat': 31.228975, 'lng': 121.530538}",37.0,48.0,7.0,4.0,46.0,113.0,4749.228019858201
121,浦发博园（公寓）,"{'lat': 31.1542, 'lng': 121.538915}",6.0,24.0,2.0,2.0,15.0,1.0,10560.546237118107
122,建业新村,"{'lat': 31.195532, 'lng': 121.529409}",10.0,30.0,2.0,2.0,22.0,11.0,6373.85471169899
123,海宏大厦,"{'lat': 31.171047, 'lng': 121.504253}",20.0,32.0,4.0,2.0,38.0,4.0,7475.271740567799
124,汇豪天下,"{'lat': 31.233372, 'lng': 121.516334}",17.0,48.0,5.0,2.0,29.0,86.0,3353.1229792801705
125,古银杏苑,"{'lat': 31.148252, 'lng': 121.535249}",8.0,34.0,3.0,2.0,18.0,4.0,10962.757721581125
126,弘扬沁园,"{'lat': 31.245575, 'lng': 121.557005}",22.0,47.0,2.0,2.0,40.0,20.0,7302.6028356331535
127,杉林新月（环林东路879弄）,"{'lat': 31.145084, 'lng': 121.534733}",7.0,29.0,3.0,1.0,16.0,6.0,11252.715872531582
128,牡丹苑（浦东）,"{'lat': 31.213073, 'lng': 121.550139}",7.0,37.0,0.0,1.0,21.0,15.0,7011.168151511483
129,香山新村东北街坊,"{'lat': 31.249382, 'lng': 121.576299}",15.0,42.0,1.0,2.0,26.0,11.0,9181.307069153974
130,岭南苑（凌兆路127弄）,"{'lat': 31.147853, 'lng': 121.499004}",8.0,24.0,4.0,2.0,14.0,4.0,9871.139944937873
131,天池一村,"{'lat': 31.19161, 'lng': 121.55064}",14.0,34.0,0.0,2.0,13.0,3.0,8202.86765695481
132,花木鑫丰苑,"{'lat': 31.213003, 'lng': 121.560145}",4.0,27.0,2.0,3.0,16.0,11.0,7911.08889158438
133,上海绿城,"{'lat': 31.209385, 'lng': 121.539415}",19.0,34.0,1.0,2.0,33.0,10.0,6245.954718322708
134,樱花路89弄,"{'lat': 31.211305, 'lng': 121.551907}",7.0,34.0,0.0,1.0,18.0,10.0,7238.927816058736
135,浦发博园（别墅）,"{'lat': 31.152572, 'lng': 121.536692}",5.0,33.0,2.0,2.0,18.0,3.0,10608.67901225723
136,寿一小区,"{'lat': 31.280567, 'lng': 121.588635}",13.0,33.0,2.0,3.0,22.0,9.0,11390.354167583928
137,金杨一街坊,"{'lat': 31.253565, 'lng': 121.577492}",14.0,42.0,2.0,2.0,31.0,17.0,9382.460629510964
138,金杨二街坊,"{'lat': 31.255209, 'lng': 121.581384}",15.0,46.0,3.0,2.0,24.0,23.0,9783.673774143343
139,世茂滨江花园,"{'lat': 31.227944, 'lng': 121.520217}",19.0,35.0,5.0,1.0,37.0,86.0,3804.5398390001083
140,南杨花园,"{'lat': 31.198379, 'lng': 121.560959}",20.0,36.0,1.0,1.0,13.0,2.0,8629.662897940821
141,齐七小区,"{'lat': 31.184031, 'lng': 121.518136}",10.0,40.0,4.0,2.0,26.0,9.0,6699.315008057693
142,益丰新村,"{'lat': 31.203094, 'lng': 121.637967}",5.0,24.0,2.0,0.0,13.0,2.0,15337.187725080455
143,中虹家园,"{'lat': 31.288892, 'lng': 121.678806}",2.0,29.0,0.0,0.0,11.0,1.0,19710.5459379094
144,星颂家园,"{'lat': 31.281151, 'lng': 121.682518}",3.0,24.0,0.0,0.0,7.0,0.0,19809.09662929821
145,汇智湖畔家园,"{'lat': 31.20513, 'lng': 121.611879}",1.0,30.0,1.0,1.0,32.0,59.0,12877.001165445703
146,云台一小区,"{'lat': 31.179878, 'lng': 121.512686}",15.0,39.0,3.0,3.0,38.0,8.0,6854.275659274392
147,浦江东旭公寓,"{'lat': 31.297025, 'lng': 121.591815}",4.0,18.0,0.0,2.0,14.0,1.0,12560.29268974896
148,凌兆新村（凌兆路379弄）,"{'lat': 31.149639, 'lng': 121.503658}",11.0,28.0,5.0,3.0,20.0,9.0,9763.04884573651
149,妙栏小区,"{'lat': 31.192744, 'lng': 121.697262}",8.0,39.0,3.0,1.0,21.0,14.0,21090.59529002849
150,仁恒滨江园,"{'lat': 31.235413, 'lng': 121.515075}",20.0,51.0,6.0,3.0,31.0,82.0,3226.541976126663
151,毕加索小镇（一期）（公寓）,"{'lat': 31.2478, 'lng': 121.594751}",13.0,23.0,2.0,0.0,13.0,15.0,10890.178868098234
152,宜嘉苑,"{'lat': 31.29255, 'lng': 121.613469}",10.0,26.0,3.0,2.0,18.0,3.0,14096.850482353277
153,德州六村,"{'lat': 31.172035, 'lng': 121.500229}",27.0,36.0,4.0,3.0,47.0,4.0,7265.373755241295
154,张杨路370弄,"{'lat': 31.231846, 'lng': 121.521819}",40.0,48.0,6.0,2.0,42.0,85.0,3886.8201621930866
155,城西小区,"{'lat': 31.204564, 'lng': 121.700838}",10.0,37.0,3.0,0.0,28.0,6.0,21169.35331789179
156,思凡花苑二街坊,"{'lat': 31.150331, 'lng': 121.755511}",1.0,24.0,2.0,0.0,6.0,0.0,27755.69081154833
157,金台三居,"{'lat': 31.255185, 'lng': 121.594783}",8.0,35.0,2.0,1.0,15.0,33.0,11027.669695466337
158,金星小区,"{'lat': 31.194298, 'lng': 121.713213}",10.0,33.0,3.0,1.0,25.0,16.0,22535.622460173585
159,绿城上海御园,"{'lat': 31.298749, 'lng': 121.599669}",2.0,13.0,0.0,1.0,7.0,1.0,13292.442899113103
160,林梅小区,"{'lat': 31.146916, 'lng': 121.51447}",11.0,23.0,2.0,4.0,17.0,10.0,10326.698909001498
161,金桥新村四街坊（博兴路986弄）,"{'lat': 31.268773, 'lng': 121.599452}",10.0,39.0,1.0,1.0,32.0,1.0,11846.656583751155
162,微山二村,"{'lat': 31.214258, 'lng': 121.520051}",23.0,29.0,5.0,2.0,28.0,52.0,4377.813702009314
163,罗山六村,"{'lat': 31.253282, 'lng': 121.568531}",13.0,43.0,2.0,2.0,29.0,17.0,8545.340157706818
164,尚东国际名园,"{'lat': 31.169294, 'lng': 121.516869}",3.0,24.0,3.0,2.0,11.0,2.0,8088.1748787039305
165,广洋苑,"{'lat': 31.256828, 'lng': 121.575896}",17.0,45.0,2.0,2.0,26.0,24.0,9320.75543899249
166,潼港八村,"{'lat': 31.354962, 'lng': 121.577873}",20.0,24.0,5.0,1.0,16.0,7.0,16171.626586222399
167,潍坊五村,"{'lat': 31.225737, 'lng': 121.529679}",32.0,43.0,2.0,3.0,50.0,100.0,4736.19221767706
168,民康苑,"{'lat': 31.162092, 'lng': 121.573681}",3.0,24.0,1.0,1.0,8.0,12.0,11989.25030870717
169,恒乐苑,"{'lat': 31.196375, 'lng': 121.694663}",5.0,43.0,2.0,2.0,17.0,9.0,20761.51808093597
170,金杨新村九街坊,"{'lat': 31.253894, 'lng': 121.592636}",10.0,31.0,2.0,0.0,20.0,24.0,10799.45604826773
171,大华锦绣华城（一街区）,"{'lat': 31.190131, 'lng': 121.532744}",12.0,32.0,0.0,2.0,19.0,11.0,7022.234841564865
172,临沂大楼,"{'lat': 31.201706, 'lng': 121.52536}",18.0,29.0,3.0,3.0,27.0,37.0,5624.745650307703
173,新高苑（一至三期）,"{'lat': 31.294642, 'lng': 121.624378}",4.0,31.0,1.0,1.0,18.0,3.0,15129.140742280286
174,临沂七村,"{'lat': 31.200031, 'lng': 121.521939}",20.0,36.0,4.0,3.0,19.0,38.0,5516.709639841362
175,绿地康桥新苑,"{'lat': 31.144205, 'lng': 121.568799}",2.0,16.0,0.0,0.0,6.0,0.0,13119.99644527036
176,华夏小区,"{'lat': 31.169043, 'lng': 121.500351}",22.0,32.0,5.0,2.0,34.0,6.0,7590.760094352572
177,新城名园,"{'lat': 31.244145, 'lng': 121.557411}",17.0,48.0,2.0,2.0,39.0,18.0,7317.723353016147
178,江东路1400弄,"{'lat': 31.370452, 'lng': 121.550715}",1.0,7.0,0.0,0.0,5.0,2.0,16417.671521258806
179,绿地威廉公寓,"{'lat': 31.296127, 'lng': 121.619868}",5.0,25.0,1.0,0.0,15.0,4.0,14819.122202583023
180,贝越水岸名邸,"{'lat': 31.184233, 'lng': 121.702629}",4.0,35.0,3.0,1.0,10.0,9.0,21816.186791078697
181,乳山四村,"{'lat': 31.240143, 'lng': 121.528141}",51.0,49.0,6.0,4.0,61.0,106.0,4500.994167328451
182,碧云新天地（二期）,"{'lat': 31.265642, 'lng': 121.597573}",9.0,37.0,2.0,2.0,36.0,6.0,11571.133244138156
183,五莲一小区,"{'lat': 31.278054, 'lng': 121.600149}",13.0,38.0,2.0,4.0,29.0,3.0,12270.797806642191
184,东方丽景,"{'lat': 31.287359, 'lng': 121.593732}",5.0,25.0,1.0,2.0,24.0,1.0,12167.197234105903
185,恒大华城上河苑,"{'lat': 31.167655, 'lng': 121.494768}",10.0,29.0,4.0,5.0,27.0,6.0,7632.764871875988
186,上南二村,"{'lat': 31.182163, 'lng': 121.501932}",14.0,38.0,2.0,4.0,49.0,15.0,6230.799188741687
187,妙境公寓,"{'lat': 31.195444, 'lng': 121.697576}",5.0,47.0,5.0,2.0,25.0,16.0,21054.17252365558
188,点睛苑,"{'lat': 31.259334, 'lng': 121.590017}",7.0,35.0,4.0,1.0,33.0,25.0,10689.850986981692
189,罗山七村,"{'lat': 31.258589, 'lng': 121.571126}",23.0,42.0,3.0,2.0,27.0,17.0,8937.941100928365
190,今达花园,"{'lat': 31.263712, 'lng': 121.587204}",8.0,34.0,4.0,3.0,36.0,25.0,10566.11562648849
191,金地湾流域（公寓）,"{'lat': 31.153489, 'lng': 121.50545}",14.0,38.0,6.0,3.0,18.0,12.0,9386.372943610952
192,三林世博家园（大道站路94弄）,"{'lat': 31.165345, 'lng': 121.542266}",2.0,29.0,1.0,1.0,20.0,2.0,9711.350784524648
193,小红楼,"{'lat': 31.157223, 'lng': 121.507181}",17.0,33.0,8.0,4.0,15.0,11.0,9028.31579074783
194,百乐公寓（惠南）,"{'lat': 31.056205, 'lng': 121.763474}",18.0,58.0,6.0,1.0,21.0,12.0,33444.34005899461
195,泾南教师公寓,"{'lat': 31.238013, 'lng': 121.556745}",16.0,50.0,3.0,3.0,32.0,25.0,7194.581646295239
196,巨野小区,"{'lat': 31.249625, 'lng': 121.549419}",16.0,36.0,0.0,2.0,46.0,42.0,6683.887133320744
197,春之声公寓,"{'lat': 31.214496, 'lng': 121.532326}",27.0,40.0,7.0,3.0,40.0,49.0,5389.036473901754
198,金杨六街坊,"{'lat': 31.248533, 'lng': 121.580831}",13.0,36.0,1.0,2.0,23.0,7.0,9591.238861816637
199,上南八村,"{'lat': 31.178822, 'lng': 121.511293}",15.0,37.0,2.0,4.0,42.0,7.0,6903.973938829504
200,康桥干部村,"{'lat': 31.237219, 'lng': 121.409534}",11.0,27.0,4.0,2.0,101.0,34.0,6811.231271007596
201,海洲桃花园（二期）,"{'lat': 31.041323, 'lng': 121.606989}",1.0,20.0,2.0,0.0,5.0,2.0,24671.871127317318
202,丰舍西苑,"{'lat': 31.281221, 'lng': 121.6685}",5.0,19.0,1.0,0.0,36.0,2.0,18526.83568122528
203,绿地东上海,"{'lat': 31.132115, 'lng': 121.574635}",7.0,24.0,1.0,0.0,8.0,1.0,14517.32047140266
204,金桥酒店公寓,"{'lat': 31.250142, 'lng': 121.594478}",12.0,25.0,2.0,0.0,15.0,18.0,10900.679357842642
205,紫晶苑,"{'lat': 31.181258, 'lng': 121.630339}",3.0,18.0,0.0,0.0,5.0,14.0,15409.51626665358
206,曙光南桥小区,"{'lat': 31.197495, 'lng': 121.715195}",9.0,28.0,2.0,0.0,30.0,14.0,22651.209992735057
207,美林小城,"{'lat': 31.121362, 'lng': 121.570437}",6.0,24.0,0.0,0.0,12.0,11.0,15253.983709823337
208,绿川小区,"{'lat': 31.176432, 'lng': 121.557098}",6.0,27.0,1.0,0.0,15.0,1.0,9748.737360973126
209,东方康德家园,"{'lat': 31.131886, 'lng': 121.520931}",1.0,18.0,1.0,0.0,12.0,1.0,12106.235122200198
210,三林世博家园（新浦路91弄）,"{'lat': 31.167355, 'lng': 121.54118}",4.0,32.0,1.0,0.0,21.0,3.0,9470.59057184551
211,星金家园,"{'lat': 31.281294, 'lng': 121.684584}",3.0,23.0,0.0,0.0,7.0,0.0,20002.970786676342
